69,1,1,6,42,5,Namo tassa bhagavato arahato sammāsambuddhassa 
69,2,2,2,16,1,Abhidhammapiṭake 
69,3,2,2,12,1,Paṭṭhānapāḷi 
69,4,2,5,11,3,( Dutiyo bhāgo) 
69,5,2,2,12,1,Dhammānulome 
69,6,2,2,13,1,Tikapaṭṭhānaṃ 
69,7,2,4,13,2,6 . Vitakkattikaṃ
69,8,2,4,11,2,1 . Paṭiccavāro
69,9,2,4,14,2,1 . Paccayānulomaṃ
69,10,2,4,12,2,1 . Vibhaṅgavāro 
69,11,2,2,11,1,Hetupaccayo 
69,12,2,35,178,27,"1. Savitakkasavicāraṃ dhammaṃ paṭicca savitakkasavicāro dhammo uppajjati hetupaccayā– savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā, tayo khandhe paṭicca eko khandho , dve khandhe paṭicca dve khandhā. "
69,12,36,54,93,13,Paṭisandhikkhaṇe savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā… pe… dve khandhe paṭicca dve khandhā.(1) 
69,13,2,23,169,16,Savitakkasavicāraṃ dhammaṃ paṭicca avitakkavicāramatto dhammo uppajjati hetupaccayā– savitakkasavicāre khandhe paṭicca vitakko. Paṭisandhikkhaṇe savitakkasavicāre khandhe paṭicca vitakko.(2) 
69,14,2,24,184,17,Savitakkasavicāraṃ dhammaṃ paṭicca avitakkaavicāro dhammo uppajjati hetupaccayā– savitakkasavicāre khandhe paṭicca cittasamuṭṭhānaṃ rūpaṃ. Paṭisandhikkhaṇe savitakkasavicāre khandhe paṭicca kaṭattārūpaṃ.(3) 
69,15,2,58,339,47,Savitakkasavicāraṃ dhammaṃ paṭicca savitakkasavicāro ca avitakkaavicāro ca dhammā uppajjanti hetupaccayā– savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā cittasamuṭṭhānañca rūpaṃ… pe… dve khandhe paṭicca dve khandhā cittasamuṭṭhānañca rūpaṃ. Paṭisandhikkhaṇe savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā kaṭattā ca rūpaṃ… pe… dve khandhe paṭicca dve khandhā kaṭattā ca rūpaṃ.(4) 
69,16,2,31,226,24,Savitakkasavicāraṃ dhammaṃ paṭicca avitakkavicāramatto ca avitakkaavicāro ca dhammā uppajjanti hetupaccayā– savitakkasavicāre khandhe paṭicca vitakko cittasamuṭṭhānañca rūpaṃ. Paṭisandhikkhaṇe savitakkasavicāre khandhe paṭicca vitakko kaṭattā ca rūpaṃ.(5) 
69,17,2,54,305,43,Savitakkasavicāraṃ dhammaṃ paṭicca savitakkasavicāro ca avitakkavicāramatto ca dhammā uppajjanti hetupaccayā– savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā vitakko ca… pe… dve khandhe paṭicca dve khandhā vitakko ca. Paṭisandhikkhaṇe savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā vitakko ca… pe… dve khandhe paṭicca dve khandhā vitakko ca.(6) 
69,18,2,67,396,56,Savitakkasavicāraṃ dhammaṃ paṭicca savitakkasavicāro ca avitakkavicāramatto ca avitakkaavicāro ca dhammā uppajjanti hetupaccayā– savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā vitakko ca cittasamuṭṭhānañca rūpaṃ… pe… dve khandhe paṭicca dve khandhā vitakko ca cittasamuṭṭhānañca rūpaṃ. Paṭisandhikkhaṇe savitakkasavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā vitakko ca kaṭattā ca rūpaṃ… pe… dve khandhe paṭicca dve khandhā vitakko ca kaṭattā ca rūpaṃ.(7) 
69,19,2,47,253,33,2. Avitakkavicāramattaṃ dhammaṃ paṭicca avitakkavicāramatto dhammo uppajjati hetupaccayā– avitakkavicāramattaṃ ekaṃ khandhaṃ paṭicca tayo khandhā… pe… dve khandhe paṭicca dve khandhā. Paṭisandhikkhaṇe avitakkavicāramattaṃ ekaṃ khandhaṃ paṭicca tayo khandhā… pe… dve khandhe paṭicca dve khandhā.(1) 
69,20,2,23,171,16,Avitakkavicāramattaṃ dhammaṃ paṭicca savitakkasavicāro dhammo uppajjati hetupaccayā– vitakkaṃ paṭicca savitakkasavicārā khandhā. Paṭisandhikkhaṇe vitakkaṃ paṭicca savitakkasavicārā khandhā.(2) 
69,21,2,39,285,30,Avitakkavicāramattaṃ dhammaṃ paṭicca avitakkaavicāro dhammo uppajjati hetupaccayā– avitakkavicāramatte khandhe paṭicca vicāro cittasamuṭṭhānañca rūpaṃ ; vitakkaṃ paṭicca cittasamuṭṭhānaṃ rūpaṃ. Paṭisandhikkhaṇe avitakkavicāramatte khandhe paṭicca vicāro kaṭattā ca rūpaṃ. Paṭisandhikkhaṇe vitakkaṃ paṭicca kaṭattārūpaṃ.(3) 
69,22,2,31,228,24,Avitakkavicāramattaṃ dhammaṃ paṭicca savitakkasavicāro ca avitakkaavicāro ca dhammā uppajjanti hetupaccayā– vitakkaṃ paṭicca savitakkasavicārā khandhā cittasamuṭṭhānañca rūpaṃ. Paṭisandhikkhaṇe vitakkaṃ paṭicca savitakkasavicārā khandhā kaṭattā ca rūpaṃ.(4) 
69,23,2,66,379,55,Avitakkavicāramattaṃ dhammaṃ paṭicca avitakkavicāramatto ca avitakkaavicāro ca dhammā uppajjanti hetupaccayā– avitakkavicāramattaṃ ekaṃ khandhaṃ paṭicca tayo khandhā vicāro ca cittasamuṭṭhānañca rūpaṃ… pe… dve khandhe paṭicca dve khandhā vicāro ca cittasamuṭṭhānañca rūpaṃ. Paṭisandhikkhaṇe avitakkavicāramattaṃ ekaṃ khandhaṃ paṭicca tayo khandhā vicāro ca kaṭattā ca rūpaṃ… pe… dve khandhe paṭicca dve khandhā vicāro ca kaṭattā ca rūpaṃ.(5) 
69,24,2,97,564,74,"3. Avitakkaavicāraṃ dhammaṃ paṭicca avitakkaavicāro dhammo uppajjati hetupaccayā– avitakkaavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā cittasamuṭṭhānañca rūpaṃ… pe… dve khandhe paṭicca dve khandhā cittasamuṭṭhānañca rūpaṃ; vicāraṃ paṭicca cittasamuṭṭhānaṃ rūpaṃ. Paṭisandhikkhaṇe avitakkaavicāraṃ ekaṃ khandhaṃ paṭicca tayo khandhā kaṭattā ca rūpaṃ… pe… dve khandhe paṭicca dve khandhā kaṭattā ca rūpaṃ. Paṭisandhikkhaṇe vicāraṃ paṭicca kaṭattārūpaṃ, khandhe paṭicca vatthu, vatthuṃ paṭicca khandhā, vicāraṃ paṭicca vatthu, vatthuṃ paṭicca vicāro. Ekaṃ mahābhūtaṃ paṭicca tayo mahābhūtā… pe… mahābhūte paṭicca cittasamuṭṭhānaṃ rūpaṃ kaṭattārūpaṃ upādārūpaṃ.(1) "
69,25,2,18,127,12,Avitakkaavicāraṃ dhammaṃ paṭicca savitakkasavicāro dhammo uppajjati hetupaccayā– paṭisandhikkhaṇe vatthuṃ paṭicca savitakkasavicārā khandhā.(2) 
69,26,2,34,264,25,Avitakkaavicāraṃ dhammaṃ paṭicca avitakkavicāramatto dhammo uppajjati hetupaccayā– vicāraṃ paṭicca avitakkavicāramattā khandhā. Paṭisandhikkhaṇe vicāraṃ paṭicca avitakkavicāramattā khandhā. Paṭisandhikkhaṇe vatthuṃ paṭicca avitakkavicāramattā khandhā. Paṭisandhikkhaṇe vatthuṃ paṭicca vitakko.(3) 
69,27,2,27,175,20,Avitakkaavicāraṃ dhammaṃ paṭicca savitakkasavicāro ca avitakkaavicāro ca dhammā uppajjanti hetupaccayā– paṭisandhikkhaṇe vatthuṃ paṭicca savitakkasavicārā khandhā; mahābhūte paṭicca kaṭattārūpaṃ.(4) 
