6,zh,6,-a,-a,-a,-a，【结尾】。,2,1
7,zh,6,-a,-a,-a,-a，（名词语基）。[-a语基]男性、中性的主格单数语尾 -e、以及呼格单数语尾 -e，一般认为这是借自摩揭陀语 （Māgadhī），而称之为「摩揭陀语形」（Māgadhisms，或「摩揭陀语的残余」（参看Geiger，A Pāli Grammar，PTS Oxford 1994，§80.）摩揭陀语具有异於巴利语的三项特徵：（1）主格单数语尾-e而非-o，（2） 巴利语的r在摩揭陀语是l，（3） 巴利语的s在摩揭陀语是w。）主格单数语尾 -e的用法并非仅限於东部方言（J.Brough，The Gāndhārī Dharmapada，London 1962，§76.）。阳性名词字尾a，变成阴性名词改为-ā，- ī。另有阳性名词字尾，+-（ā）nī，变成阴性名词；阳性名词字尾-vat，-vant，-mat，-mant，-ssin，-vin，-in＋-ī变成阴性名词。,2,1
8,zh,6,-a,-ā,-ā,-ā，1.m.n.sg.Abl. buddhā从佛陀﹑rūpā从色。2.m.pl.Nom.Voc. rajā 诸王，诸王!3.f.sg.Nom. kaññā少女 gāthā偈sā彼女4.f.pl.Nom.Voc.Acc. kaññā诸少女 tā 彼女等5.子音语尾语基的m.f.Nom.rājā王 bhagavā世尊 āyasmā友、尊者 arahā阿罗汉、pitā父、matā母,2,1
9,zh,6,-a,-ā,-ā,-ā，【结尾】。,2,1
10,zh,6,-a-,-ā-,-ā-,-ā-，4（-q-）插入词（infix in repetition-cpds.），constitutes a guṇa- or increment-form of neg. pref. a （see a2）。phalāphala，所有种类的水果（all sorts of fruit （lit. what is fruit  &#38; not fruit）。kāraṇākāraṇāni，所有种类的责任（ all sorts of duties ）。khaṇḍākhaṇḍa，点点（pêle-mêle）。gaṇḍāgaṇḍa，痈肿（a mass of boils）。cirāciraṃ，屡屡（continually）。bhavābhava，所有的存在（all kinds of existences）； rūpārūpa，所有的蕴（the whole aggregate）。,3,1
11,zh,6,-aka,-aka,-aka,-aka，阳性名词字尾。阴性名词变成-ikā。,4,1
12,zh,6,-amha,-amha,-amha,-amha，（-amhase）  aor.1st.pl. 如：akamha 我们曾做,5,1
13,zh,6,-amhase,-amhase,-amhase,-amhase，aor.1pl.akarāmhase我们曾做﹑ahumhase曾有,7,1
14,zh,6,-ana,-āna,-āna,-āna，1.m.n.f.pl.Dat.Gen.buddhāna 对诸佛、诸佛的   2.ppr.stem  karāna= kubbāna正在做,4,1
15,zh,6,-anam,-ānaṃ,-ānaṃ,-ānaṃ，（-īnaṃ，-ūnaṃ）m.n.f.pl.Dat.Gen.buddhānaṃ对诸佛、诸佛的、gāthānaṃ对诸偈、诸偈的,5,1
16,zh,6,-ani,-āni,-āni,-āni，（-īni，-ūni） n.pl.Nom.Voc.Acc.phalāni 诸果           akkhīni 诸眼  ayūni 诸寿 tīni 三,4,1
17,zh,6,-aniya,-anīya,-anīya,-anīya，（nīya） grd.stem  gamanīya 应走,6,1
18,zh,6,-apaya-,-āpaya-,-āpaya-,-āpaya-，（-āpe-） caus.stem  kārāpaya-= kārāpe-被做,7,1
19,zh,6,-aro,-aro,-aro,-aro， -ar语基 m.f.pl.Nom.Voc.Acc.pitaro父﹑mātaro母,4,1
20,zh,6,-atha,-atha,-atha,-atha，名词语基。,5,1
21,zh,6,-attha,-attha,-attha,-attha，（-ttha） 1.aor.2pl.akattha 你们曾做。2.aor.3sg.adattha 他曾给（施）,6,1
22,zh,6,-avin,-āvin,-āvin,-āvin，【结尾】。过去主动分词 katāvin已做，sutāvin已闻。,5,1
23,zh,6,-aya-,-aya-,-aya-,-aya-，（= -e-）   caus.stem  kāraya- 使做。denom.stem  kāmaya- 欲,5,1
24,zh,6,-aya,-āya,-āya,-āya，f.sg.inst.Abl.Dat.Gen.Loc.kaññāya少女,4,1
25,zh,6,-aya-,-āya-,-āya-,-āya-，（= -e-）  denom.stem  piyāya 爱,5,1
26,zh,6,-ayo,-āyo,-āyo,-āyo，f.pl.Nom.Voc.Acc.kaññāyo少女们﹑gāthāyo…偈,4,1
27,zh,6,-bhi,-bhi,-bhi,-bhi，m.n.f.pl.Instr.Abl.buddhebhi 以诸佛、从诸佛,4,1
