id,book,par_num,level,class,title,text
NULL,p211,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p211,2,100,nikaya,,Vinayapiṭake
NULL,p211,3,1,book,Vinayālaṅkāra-ṭīkā,"Vinayālaṅkāra-ṭīkā (paṭhamo bhāgo)"
NULL,p211,4,3,subsubhead,Ganthārambhakathā,Ganthārambhakathā
NULL,p211,5,4,subhead,Muttahārādinayagāthā,Muttahārādinayagāthā
NULL,p211,6,100,gatha1,,"Yo  loke lokaloko varataraparado rājarājaggajañño;"
NULL,p211,7,100,gathalast,,"Ākāsākārakāro paramaratirato devadevantavajjo."
NULL,p211,8,100,gatha1,,"Saṃsārāsārasāro sunaranamanato mārahārantaraṭṭho;"
NULL,p211,9,100,gathalast,,"Lokālaṅkārakāro atisatigatimā dhīravīrattarammo."
NULL,p211,10,4,subhead,Sīhanivattananayagāthā,Sīhanivattananayagāthā
NULL,p211,11,100,gatha1,,"Saṃsāracakkaviddhaṃsaṃ,  sambuddhaṃ taṃ sumānasaṃ;"
NULL,p211,12,100,gathalast,,"Saṃnamāmi suguṇesaṃ, saṃdesitasududdasaṃ."
NULL,p211,13,4,subhead,Anotattodakāvattanayagāthā,Anotattodakāvattanayagāthā
NULL,p211,14,100,gatha1,,"Yena  viddhaṃsitā pāpā, yena nibbāpitā darā;"
NULL,p211,15,100,gathalast,,"Yena lokā nissarisuṃ, yena cāhaṃ namāmi taṃ."
NULL,p211,16,4,subhead,Catudīpacakkavattananayagāthā,Catudīpacakkavattananayagāthā
NULL,p211,17,100,gatha1,,"Saṅghaṃ sasaṅghaṃ namāmi, vantantavaradhammajaṃ;"
NULL,p211,18,100,gathalast,,"Maggaggamanaphalaṭṭhaṃ, susaṃsaṃ subhamānasaṃ."
NULL,p211,19,4,subhead,Abyapetacatupādaādiyamakagāthā,Abyapetacatupādaādiyamakagāthā
NULL,p211,20,100,gatha1,,"Vinayaṃ vinayaṃ sāraṃ, saṅgahaṃ saṅgahaṃ karaṃ;"
NULL,p211,21,100,gathalast,,"Cariyaṃ cariyaṃ vande, paramaṃ paramaṃ sutaṃ."
NULL,p211,22,4,subhead,Byapetacatupādaādiantayamakagāthā,Byapetacatupādaādiantayamakagāthā
NULL,p211,23,100,gatha1,,"Pakāre bahupakāre, sāgare guṇasāgare;"
NULL,p211,24,100,gathalast,,"Garavo mama garavo, vandāmi abhivandāmi."
NULL,p211,25,100,gatha1,,"Vatthuttaye ganthakāre, garūsu sādaraṃ mayā;"
NULL,p211,26,100,gathalast,,"Katena namakkārena, hitvā sabbe upaddave."
NULL,p211,27,100,gatha1,,"Sikkhākāmehi  dhīrehi, jinasāsanakāribhi;"
NULL,p211,28,100,gathalast,,"Bhikkhūhi vinayaññūhi, sādaraṃ abhiyācito."
NULL,p211,29,100,gatha1,,"Vaṇṇayissāmi vinaya-saṅgahaṃ pītivaḍḍhanaṃ;"
NULL,p211,30,100,gathalast,,"Bhikkhūnaṃ venayikānaṃ, yathāsattibalaṃ ahaṃ."
NULL,p211,31,100,gatha1,,"Porāṇehi katā ṭīkā, kiñcāpi atthi sā pana;"
NULL,p211,32,100,gathalast,,"Atisaṅkhepabhāvena, na sādheti yathicchitaṃ."
NULL,p211,33,100,gatha1,,"Tasmā hi nānāsatthehi, sāramādāya sādhukaṃ;"
NULL,p211,34,100,gathalast,,"Nātisaṅkhepavitthāraṃ, karissaṃ atthavaṇṇanaṃ."
NULL,p211,35,100,gatha1,,"Vinayālaṅkāraṃ nāma, pesalānaṃ pamodanaṃ;"
NULL,p211,36,100,gathalast,,"Imaṃ pakaraṇaṃ sabbe, sammā dhārentu sādhavoti."
NULL,p211,37,2,title,Ganthārambhakathāvaṇṇanā,Ganthārambhakathāvaṇṇanā
NULL,p211,38,100,bodytext,,"Vividhavisesanayasamannāgataṃ  kāyavācāvinayanakaraṇasamatthaṃ lajjipesalabhikkhūnaṃ saṃsayavinodanakārakaṃ yogāvacarapuggalānaṃ sīlavisuddhisampāpakaṃ jinasāsanavuḍḍhihetubhūtaṃ pakaraṇamidamārabhitukāmo ayamācariyāsabho paṭhamaṃ tāva ratanattayapaṇāmapaṇāmārahabhāvaabhidheyyakaraṇahetu karaṇappakārapakaraṇābhidhānanimittapayojanāni dassetuṃ ‘‘vatthuttayaṃ namassitvā’’tiādimāha. Ettha hi vatthuttayaṃ namassitvāti iminā ratanattayapaṇāmo vutto paṇāmetabbapaṇāmaatthadassanato. Saraṇaṃ sabbapāṇinanti iminā paṇāmārahabhāvo paṇāmahetudassanato. Pāḷimuttavinicchayanti abhidheyyo imassa pakaraṇassa atthabhāvato. Vippakiṇṇamanekatthāti karaṇahetu tenevakāraṇena pakaraṇassa katattā. Samāharitvā ekattha, dassayissamanākulanti karaṇappakāro tenākārena pakaraṇassa karaṇato. Pakaraṇābhidhānaṃ pana samāharitasaddassa sāmatthiyato dassitaṃ samāharitvā dassaneneva imassa pakaraṇassa vinayasaṅgahaiti nāmassa labhanato."
NULL,p211,39,100,bodytext,,"Nimittaṃ  pana ajjhattikabāhiravasena duvidhaṃ. Tattha ajjhattikaṃ nāma karuṇā, taṃ dassanakiriyāya sāmatthiyato dassitaṃ tasmiṃ asati dassanakiriyāya abhāvato. Bāhiraṃ nāma sotujanasamūho, taṃ yogāvacarabhikkhūnanti tassa karuṇārammaṇabhāvato. Payojanaṃ pana duvidhaṃ paṇāmapayojanapakaraṇapayojanavasena. Tattha paṇāmapayojanaṃ nāma antarāyavisosanapasādajananādikaṃ, taṃ saraṇaṃ sabbapāṇinanti imassa sāmatthiyato dassitaṃ hetumhi sati phalassa avinābhāvato. Vuttañhi abhidhammaṭīkācariyena ‘‘guṇavisesavā hi paṇāmāraho  hoti, paṇāmārahe ca kato paṇāmo vuttappayojanasiddhikarova hotī’’ti (dha. sa. mūlaṭī. 1). Pakaraṇapayojanampi duvidhaṃ mukhyānusaṅgikavasena. Tesu mukhyapayojanaṃ nāma byañjanānurūpaṃ atthassa paṭivijjhanaṃ pakāsanañca atthānurūpaṃ byañjanassa uddisanaṃ uddesāpanañca, taṃ vinaye pāṭavatthāyāti iminā vuttaṃ. Anusaṅgikapayojanaṃ nāma sīlādianupādāparinibbānanto attho, taṃ samāharitvā ekattha dassayissanti imassa sāmatthiyena dassitaṃ ekattha samāharitvā dassane sati taduggahaparipucchādinā katapayogassa anantarāyena tadatthasijjhanatoti."
