id,book,par_num,level,class,title,text
NULL,p144,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p144,2,100,nikaya,,Khuddakanikāye
NULL,p144,3,1,book,"Therāpadānapāḷi(Dutiyo bhāgo)",Therāpadānapāḷi
NULL,p144,4,100,title,"(Dutiyo bhāgo)","(Dutiyo bhāgo)"
NULL,p144,5,2,chapter,"43. Sakiṃsammajjakavaggo","43. Sakiṃsammajjakavaggo"
NULL,p144,6,4,subhead,"1. Sakiṃsammajjakattheraapadānaṃ","1. Sakiṃsammajjakattheraapadānaṃ"
NULL,p144,7,8,hangnum,1.,1.
NULL,p144,8,100,gatha1,," ‘‘Vipassino  bhagavato, pāṭaliṃ bodhimuttamaṃ;"
NULL,p144,9,100,gathalast,,"Disvāva taṃ pādapaggaṃ, tattha cittaṃ pasādayiṃ."
NULL,p144,10,8,hangnum,2.,2.
NULL,p144,11,100,gatha1,," ‘‘Sammajjaniṃ gahetvāna, bodhiṃ sammajji tāvade;"
NULL,p144,12,100,gathalast,,"Sammajjitvāna taṃ bodhiṃ, avandiṃ pāṭaliṃ ahaṃ."
NULL,p144,13,8,hangnum,3.,3.
NULL,p144,14,100,gatha1,," ‘‘Tattha cittaṃ pasādetvā, sire katvāna añjaliṃ;"
NULL,p144,15,100,gathalast,,"Namassamāno taṃ bodhiṃ, gañchiṃ paṭikuṭiṃ ahaṃ."
NULL,p144,16,8,hangnum,4.,4.
NULL,p144,17,100,gatha1,," ‘‘Tādimaggena  gacchāmi, saranto bodhimuttamaṃ;"
NULL,p144,18,100,gathalast,,"Ajagaro maṃ pīḷesi, ghorarūpo mahabbalo."
NULL,p144,19,8,hangnum,5.,5.
NULL,p144,20,100,gatha1,," ‘‘Āsanne  me kataṃ kammaṃ, phalena tosayī mamaṃ;"
NULL,p144,21,100,gathalast,,"Kaḷevaraṃ me gilati, devaloke ramāmahaṃ."
NULL,p144,22,8,hangnum,6.,6.
NULL,p144,23,100,gatha1,," ‘‘Anāvilaṃ mama cittaṃ, visuddhaṃ paṇḍaraṃ sadā;"
NULL,p144,24,100,gathalast,,"Sokasallaṃ na jānāmi, cittasantāpanaṃ mama."
NULL,p144,25,8,hangnum,7.,7.
NULL,p144,26,100,gatha1,," ‘‘Kuṭṭhaṃ gaṇḍo kilāso ca, apamāro vitacchikā;"
NULL,p144,27,100,gathalast,,"Daddu kaṇḍu ca me natthi, phalaṃ sammajjanāyidaṃ [sammajjane idaṃ (sī.)]."
NULL,p144,28,8,hangnum,8.,8.
NULL,p144,29,100,gatha1,," ‘‘Soko  ca paridevo ca, hadaye me na vijjati;"
NULL,p144,30,100,gathalast,,"Abhantaṃ ujukaṃ cittaṃ, phalaṃ sammajjanāyidaṃ."
NULL,p144,31,8,hangnum,9.,9.
NULL,p144,32,100,gatha1,," ‘‘Samādhīsu  na majjāmi [samādhīsu na sajjāmi (sī.), samādhiṃ puna pajjāmi (syā)], visadaṃ hoti mānasaṃ;"
NULL,p144,33,100,gathalast,,"Yaṃ yaṃ samādhimicchāmi, so so sampajjate mamaṃ."
