id,book,par_num,level,class,title,text,author
NULL,160,3,1,title,Vimānavatthupāḷi,天宫事经,元亨寺
NULL,160,4,2,title,1. Itthivimānaṃ,一、 女人天宫,visuddhinanda
NULL,160,5,3,title,1. Pīṭhavaggo,一　椅子品,元亨寺
NULL,160,6,4,title,1. Paṭhamapīṭhavimānavatthu,一　椅子天宫,元亨寺
NULL,160,29,4,title,2. Dutiyapīṭhavimānavatthu,二　椅子天宫,元亨寺
NULL,160,52,4,title,3. Tatiyapīṭhavimānavatthu,三　椅子天宫,元亨寺
NULL,160,78,4,title,4. Catutthapīṭhavimānavatthu,四　椅子天宫,元亨寺
NULL,160,104,4,title,5. Kuñjaravimānavatthu,五　象天宫,元亨寺
NULL,160,142,4,title,6. Paṭhamanāvāvimānavatthu,六　船天宫,元亨寺
NULL,160,174,4,title,7. Dutiyanāvāvimānavatthu,七　船天宫,元亨寺
NULL,160,206,4,title,8. Tatiyanāvāvimānavatthu,八　船天宫,元亨寺
NULL,160,245,4,title,9. Dīpavimānavatthu,九　灯火天宫,元亨寺
NULL,160,277,4,title,10. Tiladakkhiṇavimānavatthu,一〇　胡麻供养天宫,元亨寺
NULL,160,303,4,title,11. Paṭhamapatibbatāvimānavatthu,一一　贞淑女天宫,元亨寺
NULL,160,329,4,title,12. Dutiyapatibbatāvimānavatthu,一二　第二贞淑女天宫,元亨寺
NULL,160,353,4,title,13. Paṭhamasuṇisāvimānavatthu,一三　嫁妇天宫,元亨寺
NULL,160,379,4,title,14. Dutiyasuṇisāvimānavatthu,一四　嫁妇天宫,元亨寺
NULL,160,405,4,title,15. Uttarāvimānavatthu,一五　欝多罗女天宫,元亨寺
NULL,160,444,4,title,16. Sirimāvimānavatthu,一六　师利摩女天宫,元亨寺
NULL,160,489,4,title,17. Kesakārīvimānavatthu,一七　结髮女天宫,元亨寺
NULL,160,518,3,title,2. Cittalatāvaggo,二　兹他拉他园品,元亨寺
NULL,160,519,4,title,1. Dāsivimānavatthu,一八　下婢天宫,元亨寺
NULL,160,569,4,title,2. Lakhumāvimānavatthu,一九　拉库马女天宫,元亨寺
NULL,160,604,4,title,3. Ācāmadāyikāvimānavatthu,二〇　饭泡施者天宫,元亨寺
NULL,160,639,4,title,4. Caṇḍālivimānavatthu,二一　旃陀罗女天宫,元亨寺
NULL,160,674,4,title,5. Bhadditthivimānavatthu,二二　巴第蒂伽女天宫,元亨寺
NULL,160,711,4,title,6. Soṇadinnāvimānavatthu,二三　苏娜汀那女天宫,元亨寺
NULL,160,746,4,title,7. Uposathāvimānavatthu,二四　乌婆萨他女天宫,元亨寺
NULL,160,793,4,title,8. Niddāvimānavatthu,二五　苏尼陀女天宫,元亨寺
NULL,160,823,4,title,9. Suniddāvimānavatthu,二六　苏第因娜女天宫,元亨寺
NULL,160,841,4,title,10. Paṭhamabhikkhādāyikāvimānavatthu,二七　食施女天宫,元亨寺
NULL,160,858,4,title,11. Dutiyabhikkhādāyikāvimānavatthu,二八　二食施女天宫,元亨寺
NULL,160,881,3,title,3. Pāricchattakavaggo,三　昼度树品,元亨寺
NULL,160,882,4,title,1. Uḷāravimānavatthu,二九　优天宫,元亨寺
NULL,160,914,4,title,2. Ucchudāyikāvimānavatthu,三〇　甘蔗天宫,元亨寺
NULL,160,950,4,title,3. Pallaṅkavimānavatthu,三一　卧台天宫,元亨寺
NULL,160,981,4,title,4. Latāvimānavatthu,三二　拉达天女天宫,元亨寺
NULL,160,1016,4,title,5. Guttilavimānaṃ,三三　固蒂拉天宫,元亨寺
NULL,160,1301,4,title,6. Daddallavimānavatthu,三四　光辉天宫,元亨寺
NULL,160,1383,4,title,7. Pesavatīvimānavatthu,三五　阇沙瓦蒂女天宫,元亨寺
NULL,160,1421,4,title,8. Mallikāvimānavatthu,三六　摩利迦女天宫,元亨寺
NULL,160,1447,4,title,9. Visālakkhivimānavatthu,三七　广目天宫,元亨寺
NULL,160,1492,4,title,10. Pāricchattakavimānavatthu,三八　昼度树天宫,元亨寺
NULL,160,1526,3,title,4. Mañjiṭṭhakavaggo,四　深红品,元亨寺
NULL,160,1527,4,title,1. Mañjiṭṭhakavimānavatthu,三九　深红天宫,元亨寺
NULL,160,1553,4,title,2. Pabhassaravimānavatthu,四〇　极光天宫,元亨寺
NULL,160,1580,4,title,3. Nāgavimānavatthu,四一　象天宫,元亨寺
NULL,160,1600,4,title,4. Alomavimānavatthu,四二　阿罗玛女天宫,元亨寺
NULL,160,1618,4,title,5. Kañjikadāyikāvimānavatthu,四三　酸粥施者天宫,元亨寺
NULL,160,1647,4,title,6. Vihāravimānavatthu,四四　精舍天宫,元亨寺
NULL,160,1728,4,title,7. Caturitthivimānavatthu,四五　四女人天宫,元亨寺
NULL,160,1768,4,title,8. Ambavimānavatthu,四六　菴婆天宫,元亨寺
NULL,160,1797,4,title,9. Pītavimānavatthu,四七　金色天宫,元亨寺
NULL,160,1838,4,title,10. Ucchuvimānavatthu,四八　甘蔗天宫,元亨寺
NULL,160,1874,4,title,11. Vandanavimānavatthu,四九　礼拜天宫,元亨寺
NULL,160,1889,4,title,12. Rajjumālāvimānavatthu,五〇　拉鸠玛拉女天宫,元亨寺
NULL,160,1992,2,title,2. Purisavimānaṃ,二、男人天宫,visuddhinanda
NULL,160,1993,3,title,5. Mahārathavaggo,五　大事品,元亨寺
NULL,160,1994,4,title,1. Maṇḍūkadevaputtavimānavatthu,五一　蛙天宫,元亨寺
NULL,160,2008,4,title,2. Revatīvimānavatthu,五二　雷瓦提女天宫,元亨寺
NULL,160,2088,4,title,3. Chattamāṇavakavimānavatthu,五三　洽答青年天宫,元亨寺
NULL,160,2165,4,title,4. Kakkaṭakarasadāyakavimānavatthu,五四　蟹味施者天宫,元亨寺
NULL,160,2192,4,title,5. Dvārapālavimānavatthu,五五　守门者天宫,元亨寺
NULL,160,2210,4,title,6. Paṭhamakaraṇīyavimānavatthu,五六　所应作天宫,元亨寺
NULL,160,2231,4,title,7. Dutiyakaraṇīyavimānavatthu,五七　第二所应作天宫,元亨寺
NULL,160,2252,4,title,8. Paṭhamasūcivimānavatthu,五八　针天宫,元亨寺
NULL,160,2270,4,title,9. Dutiyasūcivimānavatthu,五九　第二针天宫,元亨寺
NULL,160,2289,4,title,10. Paṭhamanāgavimānavatthu,六〇　象天宫,元亨寺
NULL,160,2308,4,title,11. Dutiyanāgavimānavatthu,六一　第二象天宫,元亨寺
NULL,160,2327,4,title,12. Tatiyanāgavimānavatthu,六二　第三象天宫,元亨寺
NULL,160,2344,4,title,13. Cūḷarathavimānavatthu,六三　小车天宫,元亨寺
NULL,160,2448,4,title,14. Mahārathavimānavatthu,六四　大车天宫,元亨寺
NULL,160,2556,3,title,6. Pāyāsivaggo,六　帕耶西品,元亨寺
NULL,160,2557,4,title,1. Paṭhamaagāriyavimānavatthu,六五　在家天宫,元亨寺
NULL,160,2573,4,title,2. Dutiyaagāriyavimānavatthu,六六　第二在家天宫,元亨寺
NULL,160,2588,4,title,3. Phaladāyakavimānavatthu,六七　果实施者天宫,元亨寺
NULL,160,2613,4,title,4. Paṭhamaupassayadāyakavimānavatthu,六八　住家施者天宫,元亨寺
NULL,160,2628,4,title,5. Dutiyaupassayadāyakavimānavatthu,六九　第二住家施者天宫,元亨寺
NULL,160,2635,4,title,6. Bhikkhādāyakavimānavatthu,七〇　食施者天宫,元亨寺
NULL,160,2650,4,title,7. Yavapālakavimānavatthu,七一　麦番天宫,元亨寺
NULL,160,2664,4,title,8. Paṭhamakuṇḍalīvimānavatthu,七二　耳环天宫,元亨寺
NULL,160,2683,4,title,9. Dutiyakuṇḍalīvimānavatthu,七三　第二耳环天宫,元亨寺
NULL,160,2702,4,title,10. (Uttara) pāyāsivimānavatthu,七四　郁多罗天宫,元亨寺
NULL,160,2723,3,title,7. Sunikkhittavaggo,七　整备天宫,元亨寺
NULL,160,2724,4,title,1. Cittalatāvimānavatthu,七五　质多拉他天宫,元亨寺
NULL,160,2740,4,title,2. Nandanavimānavatthu,七六　欢喜园天宫,元亨寺
NULL,160,2756,4,title,3. Maṇithūṇavimānavatthu,七七　摩尼柱天宫,元亨寺
NULL,160,2774,4,title,4. Suvaṇṇavimānavatthu,七八　黄金天宫,元亨寺
NULL,160,2812,4,title,5. Ambavimānavatthu,七九　菴婆天宫,元亨寺
NULL,160,2848,4,title,6. Gopālavimānavatthu,八〇　牧牛天宫,元亨寺
NULL,160,2885,4,title,7. Kaṇḍakavimānavatthu,八一　犍陟天宫,元亨寺
NULL,160,2970,4,title,8. Anekavaṇṇavimānavatthu,八二　种种色天宫,元亨寺
NULL,160,2996,4,title,9. Maṭṭhakuṇḍalīvimānavatthu,八三　辉煌耳环天宫,元亨寺
