id,book,par_num,level,class,title,text
NULL,p51,1,1,chapter,"Samantakūṭavaṇṇanā ","Samantakūṭavaṇṇanā "
NULL,p51,2,100,centered,,"Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p51,3,8,hangnum,1.,1.
NULL,p51,4,100,gatha1,," Satatavitata kittiṃ dhastakandappadappaṃ"
NULL,p51,5,100,gatha2,,"Tibhavahitavidhānaṃ sabbalokekaketuṃ,"
NULL,p51,6,100,gatha3,,"Amitamatimanagghaṃ santidaṃ merusāraṃ"
NULL,p51,7,100,gathalast,,"Sugatamahamudāraṃ rūpasāraṃ namāmi;"
NULL,p51,8,8,hangnum,2.,2.
NULL,p51,9,100,gatha1,," Hataduritatusāraṃ mohapaṅkopatāpaṃ"
NULL,p51,10,100,gatha2,,"Manakamalavikāsaṃ jantunaṃ sesakānaṃ,"
NULL,p51,11,100,gatha3,,"Kumatikumudanāsaṃ buddhapubbācalaggā"
NULL,p51,12,100,gathalast,,"Uditamahamudāraṃ dhammabhānuṃ namāmi;"
NULL,p51,13,8,hangnum,3.,3.
NULL,p51,14,100,gatha1,," Sakalavimalasīlaṃ dhutapāpārijālaṃ"
NULL,p51,15,100,gatha2,,"Suranaramahanīyaṃ pāhuneyyāhuneyyaṃ,"
NULL,p51,16,100,gatha3,,"Ujupathapaṭipannaṃ puññakhettaṃ janānaṃ"
NULL,p51,17,100,gathalast,,"Gaṇamahamabhivande sāradaṃ sādarena;"
NULL,p51,18,8,hangnum,4.,4.
NULL,p51,19,100,gatha1,," Iti kaḷita paṇāmā hantva sabbopasagge"
NULL,p51,20,100,gatha2,,"Sugatavimala pādambhojasampāta pūtaṃ,"
NULL,p51,21,100,gatha3,,"Sumanasikharirājaṃ vaṇṇayissaṃ surānaṃ"
NULL,p51,22,100,gathalast,,"Vasati matulametaṃ sādhujantu suṇantu;"
NULL,p51,23,8,hangnum,5.,5.
NULL,p51,24,100,gatha1,," Savaṇā lapanā ceva satiyā cāpi vandanā,"
NULL,p51,25,100,gathalast,,"Yassa sammā sukhī hotī nibbāṇañcādhigacchati;"
NULL,p51,26,8,hangnum,"6. ","6. "
NULL,p51,27,100,gatha1,," Tasmā sappurisehe’daṃ patthentehi tisampadaṃ,"
NULL,p51,28,100,gathalast,,"Savaṇīyañhi sādhūhi acikkhittena cetasā;"
NULL,p51,29,8,hangnum,7.,7.
NULL,p51,30,100,gatha1,," Yo lokatilako nātho pūretvā dasa pāramī,"
NULL,p51,31,100,gathalast,,"Jātosi tusite kāye santusito’ti vissuto;"
NULL,p51,32,8,hangnum,8.,8.
NULL,p51,33,100,gatha1,," Ārādhito surādīhi kālo mārisa te ayaṃ,"
NULL,p51,34,100,gathalast,,"Tiṇṇo tārayimaṃ lokaṃ bahū apparajakkhakā;"
NULL,p51,35,8,hangnum,9.,9.
NULL,p51,36,100,gatha1,," Etadatthāya te vīra pūritā dasa pāramī,"
NULL,p51,37,100,gathalast,,"Bāhuṃ pitussa putto’va loko ālambate tuvaṃ;"
NULL,p51,38,8,hangnum,10.,10.
NULL,p51,39,100,gatha1,," Tesaṃ taṃ vacanaṃ sutvā mahāsatto mahāmatī,"
NULL,p51,40,100,gathalast,,"Vilokane viloketvā pañcāmala vilocano;"
NULL,p51,41,8,hangnum,11.,11.
NULL,p51,42,100,gatha1,," Jambudīpaggakamale kaṇṇikā’va manoramā,"
NULL,p51,43,100,gathalast,,"Purī kapiḷavatthū’si visāṇā’va sudhāsinaṃ;"
NULL,p51,44,8,hangnum,12.,12.
NULL,p51,45,100,gatha1,," Siṅgīnikkhamayābhāsa tuṅgasiṅgasamaṅgitā,"
NULL,p51,46,100,gathalast,,"Maṇisīhapañjarākiṇṇa pāsādā yattha bhāsare;"
NULL,p51,47,8,hangnum,13.,13.
NULL,p51,48,100,gatha1,," Saghane gagane niccaṃ sateratasatāni’va,"
NULL,p51,49,100,gathalast,,"Anileritapajjota soṇṇaketu ahū yahiṃ;"
NULL,p51,50,8,hangnum,14.,14.
NULL,p51,51,100,gatha1,," Janānaṃ nīlanettehi vadanehi tu yā purī,"
NULL,p51,52,100,gathalast,,"Madhupālisamonaddha kañjinī sirimāvahe;"
NULL,p51,53,8,hangnum,15.,15.
NULL,p51,54,100,gatha1,," Raṅgatuṅgaturaṅgehi gajjitehi ca yā purī,"
NULL,p51,55,100,gathalast,,"Saghosuttuṅgakallola lolasāgarasantibhā;"
NULL,p51,56,8,hangnum,16.,16.
NULL,p51,57,100,gatha1,," Avhamānā’va devānaṃ puralakhyā bhujā iva,"
NULL,p51,58,100,gathalast,,"Mandānileritā tuṅga nānārāgaddhajā yahiṃ;"
NULL,p51,59,8,hangnum,17.,17.
NULL,p51,60,100,gatha1,," Nānāvesadharā yasmiṃ nānābhūsaṇa bhūsitā,"
NULL,p51,61,100,gathalast,,"Nānāsampattisaṃyuttā nānāvijjāsu pāragā;"
NULL,p51,62,8,hangnum,"18. ","18. "
NULL,p51,63,100,gatha1,," Navayobbana uddāmā rūpena ca manoharā,"
NULL,p51,64,100,gathalast,,"Saccesu niratā niccaṃ anakkuṭṭhakulā siyuṃ;"
NULL,p51,65,8,hangnum,19.,19.
NULL,p51,66,100,gatha1,," Niccaṃ kīḷā vidaddhāhi naranārīhi sevitā,"
NULL,p51,67,100,gatha2,,"Yā purī sādhurūpā’si madhurālāpinīhi ca;"
NULL,p51,68,8,hangnum,20.,20.
NULL,p51,69,100,gatha1,," Tasmiṃ saddhādayopeta okkākakulaketuko,"
NULL,p51,70,100,gathalast,,"Suddhodanavhayo āsī vissuto bhuvanattaye;"
NULL,p51,71,8,hangnum,21.,21.
NULL,p51,72,100,gatha1,," Yassaṅghikamale sabba bhubhujānaṃ mahītale,"
NULL,p51,73,100,gathalast,,"Kirīṭamaṇihiṅgāli kīḷantī’va nirantaraṃ;"
NULL,p51,74,8,hangnum,22.,22.
NULL,p51,75,100,gatha1,," Yassa patthaṭatejena puranetāpi divākaro,"
NULL,p51,76,100,gathalast,,"Vahanīca’mbare līlaṃ osadhīpatino divā;"
NULL,p51,77,8,hangnum,23.,23.
NULL,p51,78,100,gatha1,," Yassa dānappavāho tu nānāyācaka jantunaṃ,"
NULL,p51,79,100,gathalast,,"Manodadhīsu velantetikkamantova sattataṃ;"
NULL,p51,80,8,hangnum,24.,24.
NULL,p51,81,100,gatha1,," Matiyā suramantīva dhanena dhanado viya,"
NULL,p51,82,100,gathalast,,"Rūpena kusumesu’va yo jumhati mahītale;"
NULL,p51,83,8,hangnum,25.,25.
NULL,p51,84,100,gatha1,," Tassābhisittā rajjena mahāmāyāti vissutā,"
NULL,p51,85,100,gathalast,,"Candikā viya candassa girirājā’va kapālito;"
NULL,p51,86,8,hangnum,26.,26.
NULL,p51,87,100,gatha1,," Lakkhī’va vāsudevassa sītā’va rāmarājino,"
NULL,p51,88,100,gathalast,,"Mahesīsi varārohā sundarī sundarādharā;"
NULL,p51,89,8,hangnum,27.,27.
NULL,p51,90,100,gatha1,," Tassā kucchikaraṇḍamhi anaggharatanaṃ viya,"
NULL,p51,91,100,gathalast,,"Khattiṃsāhi nimittehi vimhāpento sadevakaṃ;"
NULL,p51,92,8,hangnum,28.,28.
NULL,p51,93,100,gatha1,," Sitambujakaro santo sitebhacchāpako viya,"
NULL,p51,94,100,gathalast,,"Katvā padakkhiṇaṃ mātu paṭisandhimagaṇhi so;"
NULL,p51,95,8,hangnum,29.,29.
NULL,p51,96,100,gatha1,," Dasekādasamāsena tassevaṃ āsi cetanā,"
NULL,p51,97,100,gathalast,,"Passituṃ sakañātīnaṃ gantvāna nagaraṃ tadā;"
NULL,p51,98,8,hangnum,"30. ","30. "
NULL,p51,99,100,gatha1,," Nivedetvā tamatthaṃ sā rañño tena susajjite,"
NULL,p51,100,100,gathalast,,"Saparicchadā tadā magge gacchanti antarāpathe;"
NULL,p51,101,8,hangnum,31.,31.
NULL,p51,102,100,gatha1,," Devatānaṃ manonandakara nandana sannibhaṃ,"
NULL,p51,103,100,gathalast,,"Disvāna lumbiniṃ nāma uyyānaṃ mananandanaṃ;"
NULL,p51,104,8,hangnum,32.,32.
NULL,p51,105,100,gatha1,," Tasmiṃ kīḷitumussāhā pavisitvāna taṃ vanaṃ,"
NULL,p51,106,100,gathalast,,"Kīḷanti upagantvāna maṅgalaṃ sālapādapaṃ;"
NULL,p51,107,8,hangnum,33.,33.
