id,book,par_num,level,class,title,text
NULL,p198,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p198,2,100,nikaya,,Saṃyuttanikāye
NULL,p198,3,1,book,(SN)Saḷāyatanavagga-ṭīkā,Saḷāyatanavaggaṭīkā
NULL,p198,4,2,chapter,"1. Saḷāyatanasaṃyuttaṃ","1. Saḷāyatanasaṃyuttaṃ"
NULL,p198,5,3,title,"1. Aniccavaggo","1. Aniccavaggo"
NULL,p198,6,4,subhead,"1. Ajjhattāniccasuttavaṇṇanā","1. Ajjhattāniccasuttavaṇṇanā"
NULL,p198,7,100,bodytext,,"1. Cakkhatīti cakkhu, ñāṇaṃ, yathāsabhāvato ārammaṇassa jānanena samavisamaṃ ācikkhantaṃ viya pavattatīti attho. Tathā maṃsacakkhu. Tampi hi rūpadassane cakkhatīti cakkhu. Buddhānaṃyeva cakkhūti buddhacakkhu, asādhāraṇato hi sattasantānesu sassatucchedadiṭṭhi anulomikañāṇayathābhūtañāṇānañceva kāmarāgānusayādīnañca yāthāvato vibhāvitañāṇaṃ āsayānusayañāṇaṃ indriyaparopariyattañāṇañca. Heṭṭhimā tayo maggā catusaccadhammesu vuttākārena pavattiyā dhamme cakkhūti dhammacakkhu, tathā tesaṃ phalāni taṃtaṃpaṭipakkhesu paṭippassaddhipahānavasena  pavattanato. Samantato sabbadhammesu cakkhukiccasādhanato samantacakkhu, sabbaññutaññāṇaṃ. Dibbavihārasannissayena laddhabbato devānaṃ dibbacakkhu viyāti taṃ dibbacakkhu, abhiññāviseso. Ālokaṃ vaḍḍhetvā rūpadassanato ‘‘ālokapharaṇenā’’ti vuttaṃ. ‘‘Idaṃ dukkhaṃ ariyasaccanti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ udapādī’’tiādinā (saṃ. ni. 5.1081; mahāva. 15) nayena  āgatattā catusaccaparicchedakañāṇaṃ ‘‘paññācakkhū’’ti vuttaṃ. Tadidaṃ ‘‘vipassanāñāṇa’’nti vadanti, ‘‘vipassanāmaggaphalapaccavekkhaṇañāṇānī’’ti apare."
NULL,p198,8,100,bodytext,,"Paccayabhūtehi etehi abhisambharīyantīti sambhārā, upatthambhabhūtā catusamuṭṭhānikarūpā. Saha sambhārehīti sasambhāraṃ. Mahābhūtānaṃ upādāya pasīdatīti pasādo. Akkhikūpake akkhipaṭalehīti ubhohi akkhidalehi. Sambhavoti āpodhātumeva sambhavabhūtamāha. Idha ‘‘terasa sambhārā’’ti vuttaṃ. Aṭṭhasāliniyaṃ (dha. sa. aṭṭha. 596) pana saṇṭhānena saddhiṃ ‘‘cuddasa sambhārā’’ti āgataṃ. Tattha saṇṭhānanti vaṇṇāyatanameva parimaṇḍalādisaṇṭhānabhūtaṃ. Visuṃ vacanaṃ pana nesaṃ tathābhūtānaṃ atathābhūtānañca āpodhātuvaṇṇāyatanānaṃ yathāvutte maṃsapiṇḍe vijjamānattā. Sambhavassa catudhātunissitehi saha vuttassa dhātuttayanissitatā yojetabbā. Diṭṭhimaṇḍaleti abhimukhaṃ ṭhitānaṃ paṭibimbapaññāyanaṭṭhānabhūte cakkhusaññitāya diṭṭhiyā pavattiṭṭhānabhūte maṇḍale. Sanniviṭṭhanti etena cakkhupasādassa anekakalāpagatabhāvo dassito. Tathā hi so satta akkhipaṭalāni abhibyāpetvā vattati. Yasmā so satta akkhipaṭalāni byāpetvā ṭhitehi attano nissayabhūtehi katūpakāraṃ taṃnissiteheva āyuvaṇṇādīhi anupālitaparivāritaṃ tisantatirūpasamuṭṭhāpakehi utucittāhārehi upatthambhiyamānaṃ hutvā tiṭṭhati. Rūpadassanasamatthanti attānaṃ nissāya pavattaviññāṇassa vasena rūpāyatanadassanasamatthaṃ. Vitthārakathāti tassa cakkhuno sotādīnañca hetupaccayādivasena ceva lakkhaṇādivasena ca vitthārakathā."
NULL,p198,9,100,bodytext,,"Sammasanacāracittanti vipassanāya pavattiṭṭhānabhūtaṃ vipassitabbaṃ cittaṃ. Keci ‘‘vipassanupagatakiriyamayacitta’’nti vadanti, taṃ tesaṃ matimattaṃ. Tīṇi lakkhaṇāni dassetvā vipassanaṃ ussukkāpetvā arahattassa pāpanavasena desanāya pavattattā."
NULL,p198,10,100,centered,,"Ajjhattāniccasuttavaṇṇanā niṭṭhitā."
