id,book,par_num,level,class,title,text
NULL,p142,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p142,2,100,nikaya,,Vinayapiṭake
NULL,p142,3,1,book,"(SP) Parivāra-aṭṭhakathā",Parivāra-aṭṭhakathā
NULL,p142,4,2,chapter,Soḷasamahāvāro,Soḷasamahāvāro
NULL,p142,5,4,subhead,Paññattivāravaṇṇanā,Paññattivāravaṇṇanā
NULL,p142,6,100,gatha1,,"Visuddhaparivārassa, parivāroti sāsane;"
NULL,p142,7,100,gathalast,,"Dhammakkhandhasarīrassa, khandhakānaṃ anantarā."
NULL,p142,8,100,gatha1,,"Saṅgahaṃ yo samāruḷho, tassa pubbāgataṃ nayaṃ;"
NULL,p142,9,100,gathalast,,"Hitvā dāni karissāmi, anuttānatthavaṇṇanaṃ."
NULL,p142,10,100,bodytext,,"1. Tattha yaṃ tena bhagavatā…pe… paññattanti ādinayappavattāya tāva pucchāya ayaṃ saṅkhepattho – yo so bhagavā sāsanassa ciraṭṭhitikatthaṃ dhammasenāpatinā saddhammagāravabahumānavegasamussitaṃ añjaliṃ sirasmiṃ patiṭṭhāpetvā yācito dasa atthavase paṭicca vinayapaññattiṃ paññapesi, tena bhagavatā tassa tassa sikkhāpadassa paññattikālaṃ jānatā, tassā tassā sikkhāpadapaññattiyā dasa atthavase passatā; apica pubbenivāsādīhi jānatā, dibbena cakkhunā passatā, tīhi vijjāhi chahi vā pana abhiññāhi jānatā, sabbattha appaṭihatena samantacakkhunā passatā, sabbadhammajānanasamatthāya paññāya jānatā, sabbasattānaṃ cakkhuvisayātītāni tirokuṭṭādigatāni cāpi rūpāni ativisuddhena maṃsacakkhunā ca passatā, attahitasādhikāya samādhipadaṭṭhānāya paṭivedhapaññāya jānatā, parahitasādhikāya karuṇāpadaṭṭhānāya  desanāpaññāya passatā, arahatā sammāsambuddhena ‘‘yaṃ paṭhamaṃ pārājikaṃ paññattaṃ, taṃ kattha paññattaṃ, kaṃ ārabbha paññattaṃ, kismiṃ vatthusmiṃ paññattaṃ, atthi tattha paññatti…pe… kenābhata’’nti."
NULL,p142,11,100,bodytext,,"2. Pucchāvissajjane  pana ‘‘yaṃ tena bhagavatā jānatā passatā arahatā sammāsambuddhena paṭhamaṃ pārājika’’nti idaṃ kevalaṃ pucchāya āgatassa ādipadassa paccuddharaṇamattameva, ‘‘kattha paññattanti vesāliyā paññattaṃ; kaṃ ārabbhāti sudinnaṃ kalandaputtaṃ ārabbhā’’ti evamādinā pana nayena punapi ettha ekekaṃ padaṃ pucchitvāva vissajjitaṃ. Ekā paññattīti ‘‘yo pana bhikkhu methunaṃ dhammaṃ paṭiseveyya pārājiko hoti asaṃvāso’’ti ayaṃ ekā paññatti. Dve anupaññattiyoti ‘‘antamaso tiracchānagatāyapī’’ti ca, ‘‘sikkhaṃ apaccakkhāyā’’ti ca makkaṭivajjiputtakavatthūnaṃ vasena vuttā – imā dve anupaññattiyo. Ettāvatā ‘‘atthi tattha paññatti anupaññatti anuppannapaññattī’’ti imissā pucchāya dve koṭṭhāsā vissajjitā honti. Tatiyaṃ vissajjetuṃ pana ‘‘anuppannapaññatti tasmiṃ natthī’’ti vuttaṃ. Ayañhi anuppannapaññatti nāma anuppanne dose paññattā; sā aṭṭhagarudhammavasena bhikkhunīnaṃyeva āgatā, aññatra natthi. Tasmā vuttaṃ ‘‘anuppannapaññatti tasmiṃ natthī’’ti. Sabbatthapaññattīti majjhimadese ceva paccantimajanapadesu ca sabbatthapaññatti. Vinayadharapañcamena gaṇena ‘‘upasampadā, guṇaṅguṇūpāhanā, dhuvanahānaṃ, cammattharaṇa’’nti imāni hi cattāri sikkhāpadāni majjhimadeseyeva paññatti. Ettheva etehi āpatti hoti, na paccantimajanapadesu. Sesāni sabbāneva sabbatthapaññatti nāma."
NULL,p142,12,100,bodytext,,"Sādhāraṇapaññattīti  bhikkhūnañceva bhikkhunīnañca sādhāraṇapaññatti; suddhabhikkhūnameva hi suddhabhikkhunīnaṃ vā paññattaṃ sikkhāpadaṃ asādhāraṇapaññatti nāma hoti. Idaṃ pana bhikkhuṃ ārabbha uppanne vatthusmiṃ ‘‘yā pana bhikkhunī chandaso methunaṃ dhammaṃ paṭiseveyya, antamaso tiracchānagatenapi pārājikā hoti asaṃvāsā’’ti bhikkhunīnampi  paññattaṃ, vinītakathāmattameva hi tāsaṃ natthi, sikkhāpadaṃ pana atthi, tena vuttaṃ ‘‘sādhāraṇapaññattī’’ti. Ubhatopaññattiyampi eseva nayo. Byañjanamattameva hi ettha nānaṃ, bhikkhūnaṃ bhikkhunīnampi sādhāraṇattā sādhāraṇapaññatti, ubhinnampi paññattattā ubhatopaññattīti. Atthe pana bhedo natthi."
NULL,p142,13,100,bodytext,,"Nidānogadhanti ‘‘yassa siyā āpatti so āvikareyyā’’ti ettha sabbāpattīnaṃ anupaviṭṭhattā nidānogadhaṃ; nidāne anupaviṭṭhanti attho. Dutiyena uddesenāti nidānogadhaṃ nidānapariyāpannampi samānaṃ ‘‘tatrime cattāro  pārājikā dhammā’’tiādinā dutiyeneva uddesena uddesaṃ āgacchati. Catunnaṃ vipattīnanti sīlavipattiādīnaṃ. Paṭhamā hi dve āpattikkhandhā sīlavipatti nāma, avasesā pañca ācāravipatti nāma. Micchādiṭṭhi ca antaggāhikadiṭṭhi ca diṭṭhivipatti nāma, ājīvahetu paññattāni cha sikkhāpadāni ājīvavipatti nāma. Iti imāsaṃ catunnaṃ vipattīnaṃ idaṃ pārājikaṃ sīlavipatti nāma hoti."
NULL,p142,14,100,bodytext,,"Ekena samuṭṭhānenāti dvaṅgikena ekena samuṭṭhānena. Ettha hi cittaṃ aṅgaṃ hoti, kāyena pana āpattiṃ āpajjati. Tena vuttaṃ ‘‘kāyato ca cittato ca samuṭṭhātī’’ti. Dvīhi samathehi sammatīti ‘‘āpannosī’’ti sammukhā pucchiyamāno ‘‘āma āpannomhī’’ti paṭijānāti, tāvadeva bhaṇḍanakalahaviggahā vūpasantā honti, sakkā ca hoti taṃ puggalaṃ apanetvā uposatho vā pavāraṇā vā kātuṃ. Iti sammukhāvinayena ca paṭiññātakaraṇena cāti dvīhi samathehi sammati, na ca tappaccayā koci upaddavo hoti. Yaṃ pana upari paññattivagge ‘‘na katamena samathena sammatī’’ti vuttaṃ, taṃ samathaṃ otāretvā anāpatti kātuṃ na sakkāti imamatthaṃ sandhāya vuttaṃ."
NULL,p142,15,100,bodytext,,"Paññatti vinayoti ‘‘yo pana bhikkhū’’tiādinā nayena vuttamātikā paññatti vinayoti attho. Vibhattīti padabhājanaṃ vuccati; vibhattīti hi vibhaṅgassevetaṃ nāmaṃ. Asaṃvaroti  vītikkamo. Saṃvaroti avītikkamo. Yesaṃ vattatīti yesaṃ vinayapiṭakañca aṭṭhakathā ca sabbā paguṇāti attho. Te dhārentīti te etaṃ paṭhamapārājikaṃ  pāḷito ca atthato ca dhārenti; na hi sakkā sabbaṃ vinayapiṭakaṃ ajānantena etassa attho jānitunti. Kenābhatanti idaṃ paṭhamapārājikaṃ pāḷivasena ca atthavasena ca yāva ajjatanakālaṃ kena ānītanti. Paramparābhatanti paramparāya ānītaṃ."
NULL,p142,16,100,bodytext,,"3. Idāni yāya paramparāya ānītaṃ, taṃ dassetuṃ ‘‘upāli dāsako cevā’’tiādinā nayena porāṇakehi mahātherehi gāthāyo ṭhapitā. Tattha yaṃ vattabbaṃ, taṃ nidānavaṇṇanāyameva vuttaṃ. Iminā nayena dutiyapārājikādipucchāvissajjanesupi vinicchayo veditabboti."
NULL,p142,17,100,centered,,"Mahāvibhaṅge paññattivāravaṇṇanā niṭṭhitā."
NULL,p142,18,4,subhead,Katāpattivārādivaṇṇanā,Katāpattivārādivaṇṇanā
NULL,p142,19,100,bodytext,,"157. Ito paraṃ ‘‘methunaṃ dhammaṃ paṭisevanto kati āpattiyo āpajjatī’’ti ādippabhedo katāpattivāro, ‘‘methunaṃ dhammaṃ paṭisevantassa āpattiyo catunnaṃ vipattīnaṃ kati vipattiyo bhajantī’’ti ādippabhedo vipattivāro, ‘‘methunaṃ dhammaṃ paṭisevantassa āpattiyo sattannaṃ āpattikkhandhānaṃ katihi āpattikkhandhehi saṅgahitā’’ti ādippabhedo saṅgahavāro, ‘‘methunaṃ dhammaṃ paṭisevantassa āpattiyo channaṃ āpattisamuṭṭhānānaṃ katihi samuṭṭhānehi samuṭṭhahantī’’ti ādippabhedo samuṭṭhānavāro, ‘‘methunaṃ dhammaṃ paṭisevantassa āpattiyo catunnaṃ adhikaraṇānaṃ katamaṃ adhikaraṇa’’nti ādippabhedo adhikaraṇavāro, ‘‘methunaṃ dhammaṃ paṭisevantassa āpattiyo sattannaṃ samathānaṃ katihi samathehi sammantī’’ti ādippabhedo samathavāro, tadanantaro samuccayavāro cāti ime satta vārā uttānatthā eva."
NULL,p142,20,100,bodytext,,"188. Tato paraṃ ‘‘methunaṃ dhammaṃ paṭisevanapaccayā pārājikaṃ kattha paññatta’’ntiādinā nayena puna paccayavasena eko paññattivāro, tassa vasena purimasadisā eva katāpattivārādayo satta vārāti evaṃ aparepi aṭṭha vārā vuttā, tepi uttānatthā eva. Iti ime aṭṭha, purimā aṭṭhāti mahāvibhaṅge soḷasa vārā dassitā. Tato paraṃ teneva nayena bhikkhunivibhaṅgepi  soḷasa vārā āgatāti evamime ubhatovibhaṅge dvattiṃsa vārā pāḷinayeneva  veditabbā. Na hettha kiñci pubbe avinicchitaṃ nāma atthi."
NULL,p142,21,100,centered,,"Mahāvibhaṅge ca bhikkhunivibhaṅge ca"
NULL,p142,22,100,centered,,"Soḷasamahāvāravaṇṇanā niṭṭhitā."
NULL,p142,23,2,chapter,Samuṭṭhānasīsavaṇṇanā,Samuṭṭhānasīsavaṇṇanā
