id,book,par_num,level,class,title,text
NULL,p109,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p109,2,100,nikaya,,Khuddakanikāye
NULL,p109,3,1,book,Cariyāpiṭaka-aṭṭhakathā,Cariyāpiṭaka-aṭṭhakathā
NULL,p109,4,3,subsubhead,Ganthārambhakathā,Ganthārambhakathā
NULL,p109,5,100,gatha1,,"Cariyā  sabbalokassa, hitā yassa mahesino;"
NULL,p109,6,100,gathalast,,"Acinteyyānubhāvaṃ taṃ, vande lokagganāyakaṃ."
NULL,p109,7,100,gatha1,,"Vijjācaraṇasampannā, yena nīyanti lokato;"
NULL,p109,8,100,gathalast,,"Vande tamuttamaṃ dhammaṃ, sammāsambuddhapūjitaṃ."
NULL,p109,9,100,gatha1,,"Sīlādiguṇasampanno, ṭhito maggaphalesu yo;"
NULL,p109,10,100,gathalast,,"Vande ariyasaṅghaṃ taṃ, puññakkhettaṃ anuttaraṃ."
NULL,p109,11,100,gatha1,,"Vandanājanitaṃ  puññaṃ, iti yaṃ ratanattaye;"
NULL,p109,12,100,gathalast,,"Hatantarāyo sabbattha, hutvāhaṃ tassa tejasā."
NULL,p109,13,100,gatha1,,"Imasmiṃ bhaddakappasmiṃ, sambhatā yā sudukkarā;"
NULL,p109,14,100,gathalast,,"Ukkaṃsapāramippattā, dānapāramitādayo."
NULL,p109,15,100,gatha1,,"Tāsaṃ sambodhicariyānaṃ, ānubhāvavibhāvanaṃ;"
NULL,p109,16,100,gathalast,,"Sakkesu nigrodhārāme, vasantena mahesinā."
NULL,p109,17,100,gatha1,,"Yaṃ dhammasenāpatino, sabbasāvakaketuno;"
NULL,p109,18,100,gathalast,,"Lokanāthena cariyā-piṭakaṃ nāma desitaṃ."
NULL,p109,19,100,gatha1,,"Yaṃ khuddakanikāyasmiṃ, saṅgāyiṃsu mahesayo;"
NULL,p109,20,100,gathalast,,"Dhammasaṅgāhakā satthu, hetusampattidīpanaṃ."
NULL,p109,21,100,gatha1,,"Tassa  sambodhisambhāra-vibhāganayayogato;"
NULL,p109,22,100,gathalast,,"Kiñcāpi dukkarā kātuṃ, atthasaṃvaṇṇanā mayā."
NULL,p109,23,100,gatha1,,"Saha saṃvaṇṇanaṃ yasmā, dharate satthu sāsanaṃ;"
