id,book,par_num,level,class,title,text,author
NULL,209,1,100,centered,,,""
NULL,209,2,100,nikaya,,,""
NULL,209,3,1,book,Vajirabuddhi-ṭīkā,金剛覺-複註,visuddhinanda
NULL,209,4,5,subsubhead,Ganthārambhakathā,開題詩,visuddhinanda
NULL,209,5,100,gatha1,,,""
NULL,209,6,100,gatha2,,,""
NULL,209,7,100,gatha3,,,""
NULL,209,8,100,gathalast,,,""
NULL,209,9,100,gatha1,,,""
NULL,209,10,100,gatha2,,,""
NULL,209,11,100,gatha3,,,""
NULL,209,12,100,gathalast,,,""
NULL,209,13,100,gatha1,,,""
NULL,209,14,100,gatha2,,,""
NULL,209,15,100,gatha3,,,""
NULL,209,16,100,gathalast,,,""
NULL,209,17,100,gatha1,,,""
NULL,209,18,100,gathalast,,,""
NULL,209,19,100,unindented,,,""
NULL,209,20,100,bodytext,,,""
NULL,209,21,100,gatha1,,,""
NULL,209,22,100,gathalast,,,""
NULL,209,23,100,bodytext,,,""
NULL,209,24,100,bodytext,,,""
NULL,209,25,100,gatha1,,,""
NULL,209,26,100,gathalast,,,""
NULL,209,27,100,bodytext,,,""
NULL,209,28,100,gatha1,,,""
NULL,209,29,100,gathalast,,,""
NULL,209,30,100,gatha1,,,""
NULL,209,31,100,gatha1,,,""
NULL,209,32,100,gathalast,,,""
NULL,209,33,100,gatha1,,,""
NULL,209,34,100,bodytext,,,""
NULL,209,35,100,gatha1,,,""
NULL,209,36,100,gathalast,,,""
NULL,209,37,100,bodytext,,,""
NULL,209,38,100,indent,,,""
NULL,209,39,100,bodytext,,,""
NULL,209,40,5,subsubhead,Ganthārambhakathāvaṇṇanā,開題詩解釋,visuddhinanda
NULL,209,41,100,bodytext,,,""
NULL,209,42,100,bodytext,,,""
NULL,209,43,100,gatha1,,,""
NULL,209,44,100,gathalast,,,""
NULL,209,45,100,bodytext,,,""
NULL,209,46,100,gatha1,,,""
NULL,209,47,100,gatha2,,,""
NULL,209,48,100,gatha3,,,""
NULL,209,49,100,gathalast,,,""
NULL,209,50,100,bodytext,,,""
NULL,209,51,100,gatha1,,,""
NULL,209,52,100,gathalast,,,""
NULL,209,53,100,unindented,,,""
NULL,209,54,100,gatha1,,,""
NULL,209,55,100,gathalast,,,""
NULL,209,56,100,bodytext,,,""
NULL,209,57,100,gatha1,,,""
NULL,209,58,100,gathalast,,,""
NULL,209,59,100,unindented,,,""
NULL,209,60,100,bodytext,,,""
NULL,209,61,100,bodytext,,,""
NULL,209,62,100,gatha1,,,""
NULL,209,63,100,gathalast,,,""
NULL,209,64,100,bodytext,,,""
NULL,209,65,100,gatha1,,,""
NULL,209,66,100,gathalast,,,""
NULL,209,67,100,bodytext,,,""
NULL,209,68,100,gatha1,,,""
NULL,209,69,100,gathalast,,,""
NULL,209,70,100,gatha1,,,""
NULL,209,71,100,gathalast,,,""
NULL,209,72,100,gatha1,,,""
NULL,209,73,100,gathalast,,,""
NULL,209,74,100,bodytext,,,""
NULL,209,75,100,gatha1,,,""
NULL,209,76,100,gathalast,,,""
NULL,209,77,100,gatha1,,,""
NULL,209,78,100,gathalast,,,""
NULL,209,79,100,bodytext,,,""
NULL,209,80,100,gatha1,,,""
NULL,209,81,100,gathalast,,,""
NULL,209,82,100,bodytext,,,""
NULL,209,83,100,gatha1,,,""
NULL,209,84,100,gatha2,,,""
NULL,209,85,100,gatha3,,,""
NULL,209,86,100,gathalast,,,""
NULL,209,87,100,unindented,,,""
NULL,209,88,100,bodytext,,,""
NULL,209,89,100,gatha1,,,""
NULL,209,90,100,gathalast,,,""
NULL,209,91,100,unindented,,,""
