id,book,par_num,level,class,title,text
NULL,p88,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p88,2,100,nikaya,,Aṅguttaranikāyo
NULL,p88,3,1,book,Pañcakanipātapāḷi,Pañcakanipātapāḷi
NULL,p88,4,2,title,"1. Paṭhamapaṇṇāsakaṃ","1. Paṭhamapaṇṇāsakaṃ"
NULL,p88,5,2,chapter,"1. Sekhabalavaggo","1. Sekhabalavaggo"
NULL,p88,6,4,subhead,"1. Saṃkhittasuttaṃ","1. Saṃkhittasuttaṃ"
NULL,p88,7,100,bodytext,,"1. Evaṃ  me sutaṃ – ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme. Tatra kho bhagavā bhikkhū āmantesi – ‘‘bhikkhavo’’ti. ‘‘Bhadante’’ti te bhikkhū bhagavato paccassosuṃ. Bhagavā etadavoca –"
NULL,p88,8,100,bodytext,,"‘‘Pañcimāni, bhikkhave, sekhabalāni [sekkhabalāni (ka.)]. Katamāni pañca? Saddhābalaṃ, hirībalaṃ [hiribalaṃ (sī. pī.)], ottappabalaṃ, vīriyabalaṃ [viriyabalaṃ (sī. syā. kaṃ. pī.)], paññābalaṃ – imāni kho, bhikkhave, pañca sekhabalāni."
NULL,p88,9,100,bodytext,,"‘‘Tasmātiha, bhikkhave, evaṃ sikkhitabbaṃ – ‘saddhābalena samannāgatā bhavissāma sekhabalena, hirībalena samannāgatā bhavissāma sekhabalena, ottappabalena samannāgatā bhavissāma sekhabalena, vīriyabalena samannāgatā bhavissāma sekhabalena, paññābalena samannāgatā bhavissāma sekhabalenā’ti. Evañhi vo, bhikkhave, sikkhitabba’’nti. Idamavoca bhagavā. Attamanā te bhikkhū bhagavato bhāsitaṃ abhinandunti. Paṭhamaṃ."
NULL,p88,10,4,subhead,"2. Vitthatasuttaṃ","2. Vitthatasuttaṃ"
NULL,p88,11,100,bodytext,,"2. ‘‘Pañcimāni, bhikkhave, sekhabalāni. Katamāni pañca? Saddhābalaṃ, hirībalaṃ, ottappabalaṃ, vīriyabalaṃ, paññābalaṃ. Katamañca, bhikkhave, saddhābalaṃ? Idha, bhikkhave, ariyasāvako saddho hoti, saddahati tathāgatassa bodhiṃ – ‘itipi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā’ti. Idaṃ vuccati, bhikkhave, saddhābalaṃ."
NULL,p88,12,100,bodytext,,"‘‘Katamañca, bhikkhave, hirībalaṃ? Idha, bhikkhave, ariyasāvako hirimā hoti, hirīyati kāyaduccaritena vacīduccaritena manoduccaritena, hirīyati pāpakānaṃ akusalānaṃ dhammānaṃ samāpattiyā. Idaṃ vuccati, bhikkhave, hirībalaṃ."
