id,book,par_num,level,class,title,text
NULL,p75,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p75,2,100,nikaya,,Abhidhammapiṭake
NULL,p75,3,1,book,Dhātukathāpāḷi,Dhātukathāpāḷi
NULL,p75,4,2,chapter,Uddeso,Uddeso
NULL,p75,5,4,subhead,"1. Nayamātikā","1. Nayamātikā"
NULL,p75,6,100,bodytext,,"1. (1) Saṅgaho  asaṅgaho (2) saṅgahitena asaṅgahitaṃ (3) asaṅgahitena saṅgahitaṃ (4) saṅgahitena saṅgahitaṃ (5) asaṅgahitena asaṅgahitaṃ (6) sampayogo vippayogo (7)sampayuttena vippayuttaṃ (8) vippayuttena sampayuttaṃ (9) sampayuttena sampayuttaṃ (10)vippayuttena vippayuttaṃ (11) saṅgahitena sampayuttaṃ vippayuttaṃ (12) sampayuttena saṅgahitaṃ asaṅgahitaṃ (13) asaṅgahitena sampayuttaṃ vippayuttaṃ (14) vippayuttena saṅgahitaṃ asaṅgahitaṃ."
NULL,p75,7,4,subhead,"2. Abbhantaramātikā","2. Abbhantaramātikā"
NULL,p75,8,100,bodytext,,"2. (1) Pañcakkhandhā  (2) dvādasāyatanāni (3) aṭṭhārasa dhātuyo (4) cattāri saccāni (5) bāvīsatindriyāni (6) paṭiccasamuppādo (7) cattāro satipaṭṭhānā (8)cattāro sammappadhānā (9) cattāro iddhipādā (10) cattāri jhānāni (11) catasso appamaññāyo (12) pañcindriyāni (13) pañca balāni (14) satta bojjhaṅgā (15)ariyo aṭṭhaṅgiko maggo (16) phasso vedanā saññā cetanā cittaṃ adhimokkho manasikāro."
NULL,p75,9,4,subhead,"3. Nayamukhamātikā","3. Nayamukhamātikā"
NULL,p75,10,100,bodytext,,"3. Tīhi  saṅgaho, tīhi asaṅgaho, catūhi sampayogo, catūhi vippayogo."
NULL,p75,11,4,subhead,"4. Lakkhaṇamātikā","4. Lakkhaṇamātikā"
NULL,p75,12,100,bodytext,,"4. Sabhāgo, visabhāgo."
NULL,p75,13,4,subhead,"5. Bāhiramātikā","5. Bāhiramātikā"
NULL,p75,14,100,bodytext,,"5. Sabbāpi dhammasaṅgaṇī dhātukathāya mātikāti."
NULL,p75,15,2,chapter,"1. Paṭhamanayo","1. Paṭhamanayo"
NULL,p75,16,3,title,"1. Saṅgahāsaṅgahapadaniddeso","1. Saṅgahāsaṅgahapadaniddeso"
NULL,p75,17,4,subhead,"1. Khandho","1. Khandho"
NULL,p75,18,100,bodytext,,"6. Rūpakkhandho  katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahito? Rūpakkhandho  ekena khandhena ekādasahāyatanehi ekādasahi dhātūhi saṅgahito. Katihi asaṅgahito? Catūhi khandhehi ekenāyatanena sattahi dhātūhi asaṅgahito."
NULL,p75,19,100,bodytext,,"7. Vedanākkhandho katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahito? Vedanākkhandho ekena khandhena ekenāyatanena ekāya dhātuyā saṅgahito. Katihi asaṅgahito? Catūhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahito."
NULL,p75,20,100,bodytext,,"8. Saññākkhandho katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahito? Saññākkhandho ekena khandhena ekenāyatanena ekāya dhātuyā saṅgahito. Katihi asaṅgahito? Catūhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahito."
NULL,p75,21,100,bodytext,,"9. Saṅkhārakkhandho katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahito? Saṅkhārakkhandho ekena khandhena ekenāyatanena ekāya dhātuyā saṅgahito. Katihi asaṅgahito? Catūhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahito."
NULL,p75,22,100,bodytext,,"10. Viññāṇakkhandho  katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahito? Viññāṇakkhandho ekena khandhena ekenāyatanena sattahi dhātūhi saṅgahito. Katihi asaṅgahito? Catūhi khandhehi ekādasahāyatanehi  ekādasahi dhātūhi asaṅgahito."
NULL,p75,23,100,centered,,(Ekamūlakaṃ.)
NULL,p75,24,100,bodytext,,"11. Rūpakkhandho ca vedanākkhandho ca katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā? Rūpakkhandho ca vedanākkhandho ca dvīhi khandhehi ekādasahāyatanehi  ekādasahi dhātūhi saṅgahitā. Katihi  asaṅgahitā? Tīhi khandhehi ekenāyatanena sattahi dhātūhi asaṅgahitā."
NULL,p75,25,100,bodytext,,"12. Rūpakkhandho ca saññākkhandho ca…pe… dvīhi khandhehi ekādasahāyatanehi ekādasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Tīhi khandhehi ekenāyatanena sattahi dhātūhi asaṅgahitā."
NULL,p75,26,100,bodytext,,"13. Rūpakkhandho ca saṅkhārakkhandho ca…pe… dvīhi khandhehi ekādasahāyatanehi ekādasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Tīhi khandhehi ekenāyatanena sattahi dhātūhi asaṅgahitā."
NULL,p75,27,100,bodytext,,"14. Rūpakkhandho ca viññāṇakkhandho ca…pe… dvīhi khandhehi dvādasahāyatanehi aṭṭhārasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Tīhi khandhehi, na kehici āyatanehi na kāhici dhātūhi asaṅgahitā."
NULL,p75,28,100,centered,,(Dukamūlakaṃ.)
NULL,p75,29,100,bodytext,,"15. Rūpakkhandho ca vedanākkhandho ca saññākkhandho ca katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā? Rūpakkhandho ca vedanākkhandho ca saññākkhandho ca tīhi  khandhehi ekādasahāyatanehi ekādasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Dvīhi khandhehi ekenāyatanena sattahi dhātūhi asaṅgahitā."
NULL,p75,30,100,bodytext,,"16. Rūpakkhandho ca vedanākkhandho ca saṅkhārakkhandho ca…pe… tīhi  khandhehi ekādasahāyatanehi ekādasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Dvīhi khandhehi ekenāyatanena sattahi dhātūhi asaṅgahitā."
NULL,p75,31,100,bodytext,,"17. Rūpakkhandho ca vedanākkhandho ca viññāṇakkhandho ca…pe… tīhi  khandhehi dvādasahāyatanehi aṭṭhārasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Dvīhi khandhehi, na kehici āyatanehi na kāhici dhātūhi asaṅgahitā."
NULL,p75,32,100,centered,,(Tikamūlakaṃ.)
NULL,p75,33,100,bodytext,,"18. Rūpakkhandho  ca vedanākkhandho ca saññākkhandho ca saṅkhārakkhandho ca katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā? Rūpakkhandho ca vedanākkhandho ca saññākkhandho ca saṅkhārakkhandho ca catūhi khandhehi ekādasahāyatanehi ekādasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Ekena khandhena ekenāyatanena sattahi dhātūhi asaṅgahitā."
NULL,p75,34,100,bodytext,,"19. Rūpakkhandho ca vedanākkhandho ca saññākkhandho ca viññāṇakkhandho ca…pe… catūhi khandhehi dvādasahāyatanehi aṭṭhārasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Ekena khandhena, na kehici āyatanehi na kāhici dhātūhi asaṅgahitā."
NULL,p75,35,100,centered,,(Catukkamūlakaṃ.)
NULL,p75,36,100,bodytext,,"20. Rūpakkhandho ca vedanākkhandho ca saññākkhandho ca saṅkhārakkhandho ca viññāṇakkhandho ca katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā? Rūpakkhandho ca vedanākkhandho ca saññākkhandho ca saṅkhārakkhandho ca viññāṇakkhandho ca pañcahi khandhehi dvādasāyatanehi  aṭṭhārasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Na kehici khandhehi na kehici āyatanehi na kāhici dhātūhi asaṅgahitā."
NULL,p75,37,100,bodytext,,"21. Pañcakkhandhā katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā? Pañcakkhandhā pañcahi khandhehi dvādasahāyatanehi aṭṭhārasahi dhātūhi saṅgahitā. Katihi asaṅgahitā? Na kehici khandhehi na kehici āyatanehi na kāhici dhātūhi asaṅgahitā."
NULL,p75,38,100,centered,,(Pañcakaṃ.)
NULL,p75,39,4,subhead,"2. Āyatanaṃ","2. Āyatanaṃ"
