id,book,par_num,level,class,title,text,author
444626,185,3,1,book,(DN)Sīlakkhandhavaggaṭīkā,戒蕴品复注,庄春江
444744,185,121,2,chapter,1. Brahmajālasuttavaṇṇanā,1、梵网经注,庄春江
444745,185,122,4,subhead,Paribbājakakathāvaṇṇanā,游行者之说注,庄春江
444826,185,203,4,subhead,Cūḷasīlavaṇṇanā,小戒注,庄春江
445033,185,410,4,subhead,Majjhimasīlavaṇṇanā,中戒注,庄春江
445047,185,424,4,subhead,Mahāsīlavaṇṇanā,大戒注,庄春江
445055,185,432,4,subhead,Pubbantakappikasassatavādavaṇṇanā,属于过去时间的注,庄春江
445273,185,650,2,chapter,2. Sāmaññaphalasuttavaṇṇanā,2、沙门果经注,庄春江
445532,185,909,2,chapter,3. Ambaṭṭhasuttavaṇṇanā,3、安玻德经注,庄春江
445541,185,918,4,subhead,Pokkharasātivatthuvaṇṇanā,玻科勒沙低的事注,庄春江
445550,185,927,4,subhead,Ambaṭṭhamāṇavakathāvaṇṇanā,安玻德学生婆罗门注,庄春江
445568,185,945,4,subhead,Paṭhamaibbhavādavaṇṇanā,第一次卑贱说注,庄春江
445575,185,952,4,subhead,Dutiyaibbhavādavaṇṇanā,第二次卑贱说注,庄春江
445577,185,954,4,subhead,Tatiyaibbhavādavaṇṇanā,第三次卑贱说注,庄春江
445579,185,956,4,subhead,Dāsiputtavādavaṇṇanā,婢女之子说注,庄春江
445620,185,997,4,subhead,Ambaṭṭhavaṃsakathāvaṇṇanā,安玻德的种姓说注,庄春江
445624,185,1001,4,subhead,Khattiyaseṭṭhabhāvavaṇṇanā,刹帝利的最胜性注,庄春江
445629,185,1006,4,subhead,Vijjācaraṇakathāvaṇṇanā,明与行之说注,庄春江
445633,185,1010,4,subhead,Catuapāyamukhakathāvaṇṇanā,四个败散口注,庄春江
445642,185,1019,4,subhead,Pubbakaisibhāvānuyogavaṇṇanā,以前仙人状态的实行注,庄春江
445649,185,1026,4,subhead,Dvelakkhaṇadassanavaṇṇanā,二相的未见注,庄春江
445654,185,1031,4,subhead,Pokkharasātibuddhūpasaṅkamanavaṇṇanā,玻科勒沙低往见佛陀注,庄春江
445658,185,1035,4,subhead,Pokkharasātiupāsakattapaṭivedanākathāvaṇṇanā,玻科勒沙低-作为优婆塞的陈述注,庄春江
445661,185,1038,2,chapter,4. Soṇadaṇḍasuttavaṇṇanā,4、犬杖经注,庄春江
445664,185,1041,4,subhead,Soṇadaṇḍaguṇakathāvaṇṇanā,犬杖的种种谈说注,庄春江
445673,185,1050,4,subhead,Buddhaguṇakathāvaṇṇanā,佛陀的种种谈说注,庄春江
445684,185,1061,4,subhead,Soṇadaṇḍaparivitakkavaṇṇanā,犬杖的深思注,庄春江
445686,185,1063,4,subhead,Brāhmaṇapaññattivaṇṇanā,婆罗门的安立注,庄春江
445690,185,1067,4,subhead,Sīlapaññākathāvaṇṇanā,戒、慧的谈说注,庄春江
445694,185,1071,4,subhead,Soṇadaṇḍaupāsakattapaṭivedanākathāvaṇṇanā,犬杖-作为优婆塞的陈述注,庄春江
445699,185,1076,2,chapter,5. Kūṭadantasuttavaṇṇanā,5、古得旦得经注,庄春江
445753,185,1130,2,chapter,6. Mahālisuttavaṇṇanā,6、摩诃里经注,庄春江
445754,185,1131,4,subhead,Brāhmaṇadūtavatthuvaṇṇanā,婆罗门使者的事注,庄春江
445757,185,1134,4,subhead,Oṭṭhaddhalicchavīvatthuvaṇṇanā,（暂缺）注,庄春江
445764,185,1141,4,subhead,Ekaṃsabhāvitasamādhivaṇṇanā,修习一边之定注,庄春江
445767,185,1144,4,subhead,Catuariyaphalavaṇṇanā,四种圣者之果注,庄春江
445770,185,1147,4,subhead,Ariyaaṭṭhaṅgikamaggavaṇṇanā,八支圣道注,庄春江
445779,185,1156,4,subhead,Dvepabbajitavatthuvaṇṇanā,二位出家者的事注,庄春江
445782,185,1159,2,chapter,7. Jāliyasuttavaṇṇanā,7、若里亚经注,庄春江
445783,185,1160,4,subhead,Dvepabbajitavatthuvaṇṇanā,二位出家者的事注,庄春江
445792,185,1169,2,chapter,8. Mahāsīhanādasuttavaṇṇanā,8、狮子吼大经注,庄春江
445793,185,1170,4,subhead,Acelakassapavatthuvaṇṇanā,裸体迦叶的事注,庄春江
445804,185,1181,4,subhead,Samanuyuñjāpanakathāvaṇṇanā,审问的谈说注,庄春江
445809,185,1186,4,subhead,Ariyaaṭṭhaṅgikamaggavaṇṇanā,八支圣道注,庄春江
445817,185,1194,4,subhead,Tapopakkamakathāvaṇṇanā,苦行着手者的谈说注,庄春江
445825,185,1202,4,subhead,Tapopakkamaniratthakathāvaṇṇanā,无利益的苦行着手者的谈说注,庄春江
445829,185,1206,4,subhead,Sīlasamādhipaññāsampadāvaṇṇanā,戒定慧具足注,庄春江
445831,185,1208,4,subhead,Sīhanādakathāvaṇṇanā,狮子吼的谈说注,庄春江
445841,185,1218,4,subhead,Titthiyaparivāsakathāvaṇṇanā,外道别住的谈说注,庄春江
445847,185,1224,2,chapter,9. Poṭṭhapādasuttavaṇṇanā,9、玻得播达经注,庄春江
445848,185,1225,4,subhead,Poṭṭhapādaparibbājakavatthuvaṇṇanā,游行者玻得播达的事注,庄春江
445855,185,1232,4,subhead,Abhisaññānirodhakathāvaṇṇanā,增上想灭的谈说注,庄春江
445862,185,1239,4,subhead,Ahetukasaññuppādanirodhakathāvaṇṇanā,想生灭有因的谈说注,庄春江
445887,185,1264,4,subhead,Saññāattakathāvaṇṇanā,想-真我的谈说注,庄春江
445896,185,1273,4,subhead,Cittahatthisāriputtapoṭṭhapādavatthuvaṇṇanā,质多象舍利弗与玻得播达的事注,庄春江
445899,185,1276,4,subhead,Ekaṃsikadhammavaṇṇanā,明确法注,庄春江
445904,185,1281,4,subhead,Tayoattapaṭilābhavaṇṇanā,三种真我取得注,庄春江
445919,185,1296,2,chapter,10. Subhasuttavaṇṇanā,10、苏玻经注,庄春江
445920,185,1297,4,subhead,Subhamāṇavakavatthuvaṇṇanā,学生婆罗门苏玻的事注,庄春江
445928,185,1305,4,subhead,Sīlakkhandhavaṇṇanā,戒蕴注,庄春江
445930,185,1307,4,subhead,Samādhikkhandhavaṇṇanā,定蕴注,庄春江
445934,185,1311,2,chapter,11. Kevaṭṭasuttavaṇṇanā,11、给哇得经注,庄春江
445958,185,1335,2,chapter,12. Lohiccasuttavaṇṇanā,12、罗希者经注,庄春江
445959,185,1336,4,subhead,Lohiccabrāhmaṇavatthuvaṇṇanā,罗希者婆罗门的事注,庄春江
445964,185,1341,4,subhead,Lohiccabrāhmaṇānuyogavaṇṇanā,罗希者婆罗门的实行注,庄春江
445967,185,1344,4,subhead,Tayocodanārahavaṇṇanā,三种适合呵责者注,庄春江
445971,185,1348,4,subhead,Nacodanārahasatthuvaṇṇanā,不适合呵责的大师注,庄春江
445975,185,1352,2,chapter,13. Tevijjasuttavaṇṇanā,13、三明经注,庄春江
445978,185,1355,4,subhead,Maggāmaggakathāvaṇṇanā,道、非道的谈说注,庄春江
446005,185,1382,4,subhead,Brahmalokamaggadesanāvaṇṇanā,梵天世界之道的教导注,庄春江
