id,lang,sn,word_en,word,word2,note
533001,zh,32,-a,-a,-a,-a：1.[m.陽性]；[nt.中性]、[sg.單數]、[voc.呼格]。,2,1
533002,zh,32,-a,-a,-a,-a：2.子音語尾語基的[nt.中性]、[sg.單數]、[nom.主格][voc.呼格][acc.受格；對格]。,2,1
533003,zh,32,-a,-a,-a,-a：3.[f.陰性][sg.單數][voc.呼格]。,2,1
533004,zh,32,-a,-a,-a,-a：4.[aor.過去式][1p.第一人稱][sg.單數]；[2p.第二人稱][sg.單數]；[3p.第三人稱][sg.單數]。,2,1
533005,zh,32,-a,-a,-a,-a：5.[imper.命令式；祈使式][2p.第二人稱][sg.單數]。,2,1
533006,zh,32,-a,-a,-a,-a：6. 姓；某人之子。,2,1
533007,zh,32,-a,-a,-a,-a：7. 表示擁有－「有ā」。,2,1
533008,zh,32,-a,-a,-a,-a：8. 抽象名詞。-u+a = ava。,2,1
533009,zh,32,-a,-a,-a,-a：9. 做、使。,2,1
533010,zh,32,-a,-a,-a,-a：10. 抽象名詞的強化語根字母。,2,1
533011,zh,32,-a,-a,-a,-a：11. 現在主動動詞的語基--第一類。,2,1
533012,zh,32,-a,-a,-a,-a：12.[denom.名動詞]的語幹。,2,1
533013,zh,32,-a,-a,-a,-a：13. 動詞語根成名詞語基。,2,1
533014,zh,32,-a,-a,-a,-a：14. 名詞成形容詞。,2,1
533015,zh,32,-a,-a,-a,-a：15.[action. nouns動作名詞]。,2,1
533016,zh,32,-a,-a,-a,-a：16.[intens.強意動詞]的語幹。,2,1
533017,zh,32,-a,-a,-a,-a：17.[denom.名動詞]的語幹。,2,1
533018,zh,32,-a,-ā,-ā,-ā：1.[m.陽性][nt.中性][sg.單數][abl.奪格；從格]。,2,1
533019,zh,32,-a,-ā,-ā,-ā：2.[m.陽性][nt.中性][pl.複數][nom.主格][voc.呼格][acc.受格；對格]。,2,1
533020,zh,32,-a,-ā,-ā,-ā：3.[f.陰性][sg.單數][nom.主格][voc.呼格]。,2,1
533021,zh,32,-a,-ā,-ā,-ā：4.[f.陰性][pl.複數][nom.主格][voc.呼格][acc.受格；對格]。,2,1
533025,zh,32,-a,-ā,-ā,-ā：8. 陰性語基。,2,1
533026,zh,32,-a,-ā,-ā,-ā：9. 陰性名詞。,2,1
533022,zh,32,-a,-ā,-ā,-ā：5. 子音語尾語基的[m.陽性][sg.單數][nom.主格][voc.呼格]。,2,1
533023,zh,32,-a,-ā,-ā,-ā：6.[aor.過去式][2p.第二人稱][sg.單數][3p.第三人稱][sg.單數]。,2,1
533024,zh,32,-a,-ā,-ā,-ā：7.[aor.過去式][3p.第三人稱][sg.單數][med.為自言=反照態reflective]。,2,1
533027,zh,32,-a,-ā,-ā,-ā：10.[opt.願望式][3p.第三人稱][sg.單數]。,2,1
533028,zh,32,-a,-ā,-ā,-ā：11. -ar 語基的[m.陽性][sg.單數][pl.複數][nom.主格][voc.呼格]。,2,1
533029,zh,32,-a,-ā,-ā,-ā：12. -ar 語基的[f.陰性][sg.單數][nom.主格][voc.呼格]。,2,1
533030,zh,32,-a,-ā,-ā,-ā：13. -as 語基的[nt.中性][pl.複數][nom.主格][voc.呼格]。,2,1
533031,zh,32,-abhi,-ābhi,-ābhi,-ābhi：[f.陰性][pl.複數][instr.具格][abl.奪格；從格]。 ,5,1
533032,zh,32,-ahi,-āhi,-āhi,-āhi：[f.陰性][pl.複數][instr.具格][abl.奪格；從格][loc.處格]。,4,1
533033,zh,32,-aka,-aka,-aka,-aka：動詞語根成名詞語基。,4,1
533034,zh,32,-ala,-ala,-ala,-ala：名詞成形容詞－「擁有」。,4,1
533035,zh,32,-ala,-āla,-āla,-āla：表示擁有－「有ā」。,4,1
533036,zh,32,-alu,-ālu,-ālu,-ālu：名詞成形容詞－「傾向、多、有ā」。,4,1
533037,zh,32,-m,-ṃ,-ṃ,-ṃ：1.[m.陽性][nt.中性][f.陰性][sg.單數][acc.受格；對格]。 ,3,1
533038,zh,32,-m,-ṃ,-ṃ,-ṃ：2.[nt.中性][sg.單數][nom.主格][voc.呼格][acc.受格；對格]。,3,1
533039,zh,32,-m,-ṃ,-ṃ,-ṃ：3. ant/antu语基的[m.陽性][sg.單數][voc.呼格]。,3,1
533040,zh,32,-m,-ṃ,-ṃ,-ṃ：4.[aor.過去式][1p.第一人稱][sg.單數][act.主動]；[med.為自言=反照態reflective]。,3,1
533041,zh,32,-amahe,-amahe,-amahe,-amahe：[aor.過去式][1p.第一人稱][pl.複數][med.為自言=反照態reflective]。,6,1
533042,zh,32,-amha,-amha,-amha,-amha：[aor.過去式][1p.第一人稱][pl.複數]。,5,1
533043,zh,32,-amha,-amhā,-amhā,-amhā：1.[m.陽性][nt.中性][sg.單數][abl.奪格；從格]。,5,1
533044,zh,32,-amha,-amhā,-amhā,-amhā：2.[aor.過去式][1p.第一人稱][pl.複數][act.主動]。,5,1
533045,zh,32,-amhasa,-amhasa,-amhasa,-amhasa：[aor.過去式][1p.第一人稱][pl.複數][med.為自言=反照態reflective]。,7,1
533046,zh,32,-amhase,-amhase,-amhase,-amhase：[aor.過去式][1p.第一人稱][pl.複數][med.為自言=反照態reflective]。,7,1
533047,zh,32,-amhi,-amhi,-amhi,-amhi：[m.陽性][nt.中性][sg.單數][loc.處格]。,5,1
533048,zh,32,-ana,-ana,-ana,-ana：1. 最初〔主〕的衍生字。,4,1
533049,zh,32,-ana,-ana,-ana,-ana：2. 動詞語根成名詞語基。,4,1
533050,zh,32,-ana,-ana,-ana,-ana：3.[action. nouns動作名詞]。,4,1
533051,zh,32,-ana,-anā,-anā,-anā：1. 最初〔主〕的衍生字。,4,1
533052,zh,32,-ana,-anā,-anā,-anā：2.[m.陽性][nt.中性][sg.單數][instr.具格][abl.奪格；從格]。,4,1
533053,zh,32,-ana,-anā,-anā,-anā：3.[action. nouns動作名詞]。,4,1
533054,zh,32,-ana,-aṇa,-aṇa,-aṇa：最初〔主〕的衍生字。,4,1
533055,zh,32,-mahe,-mahe,-mahe,-mahe：[aor.過去式][1p.第一人稱][pl.複數][med.為自言=反照態reflective]。,6,1
533056,zh,32,-mha,-mha,-mha,-mha：[aor.過去式][1p.第一人稱][pl.複數]。,5,1
533057,zh,32,-mha,-mhā,-mhā,-mhā：1.[m.陽性][nt.中性][sg.單數][abl.奪格；從格]。,5,1
533058,zh,32,-mha,-mhā,-mhā,-mhā：2.[aor.過去式][1p.第一人稱][pl.複數][act.主動]。,5,1
533059,zh,32,-mhasa,-mhasa,-mhasa,-mhasa：[aor.過去式][1p.第一人稱][pl.複數][med.為自言=反照態reflective]。,7,1
533060,zh,32,-mhase,-mhase,-mhase,-mhase：[aor.過去式][1p.第一人稱][pl.複數][med.為自言=反照態reflective]。,7,1
533061,zh,32,-mhi,-mhi,-mhi,-mhi：[m.陽性][nt.中性][sg.單數][loc.處格]。,5,1
533062,zh,32,-na,-na,-na,-na：1. 最初〔主〕的衍生字。,4,1
533063,zh,32,-na,-na,-na,-na：2. 動詞語根成名詞語基。,4,1
533064,zh,32,-na,-na,-na,-na：3.[action. nouns動作名詞]。,4,1
533065,zh,32,-na,-nā,-nā,-nā：1. 最初〔主〕的衍生字。,4,1
533066,zh,32,-na,-nā,-nā,-nā：2.[m.陽性][nt.中性][sg.單數][instr.具格][abl.奪格；從格]。,4,1
533067,zh,32,-na,-nā,-nā,-nā：3.[action. nouns動作名詞]。,4,1
533068,zh,32,-na,-ṇa,-ṇa,-ṇa：最初〔主〕的衍生字。,4,1
533069,zh,32,-ana,-āna,-āna,-āna：1.[m.陽性][nt.中性][f.陰性][pl.複數][dat.與格；為格][gen.屬格；所有格]。,4,1
533070,zh,32,-ana,-āna,-āna,-āna：2.[ppr-a.現在主動分詞]、[ppr-p.現在被動分詞]的語幹。,4,1
533071,zh,32,-ana,-āna,-āna,-āna：3. 姓；某人之子。,4,1
533072,zh,32,-anam,-ānaṃ,-ānaṃ,-ānaṃ：1.[m.陽性][nt.中性][f.陰性][pl.複數][dat.與格；為格][gen.屬格；所有格],5,1
533073,zh,32,-anam,-ānaṃ,-ānaṃ,-ānaṃ：2.子音語尾語基的[m.陽性][sg.單數][acc.受格；對格]。,5,1
533074,zh,32,-ani,-ani,-ani,-ani：1.[nt.中性][pl.複數][nom.主格][voc.呼格][acc.受格；對格]。,4,1
533075,zh,32,-ani,-ani,-ani,-ani：2. 子音語尾語基的[m.陽性][nt.中性][sg.單數][loc.處格]。,4,1
533076,zh,32,-ani,-āni,-āni,-āni：[nt.中性][pl.複數][nom.主格][voc.呼格][acc.受格；對格]。,4,1
533077,zh,32,-ani,-ānī,-ānī,-ānī：陰性語基。,4,1
533078,zh,32,-aniya,-anīya,-anīya,-anīya：[grd./fpp.未來被動分詞]的語幹。,6,1
533079,zh,32,-anta,-antā,-antā,-antā：[m.陽性][pl.複數][nom.主格][voc.呼格]。,5,1
533080,zh,32,-antam,-antaṃ,-antaṃ,-antaṃ：[m.陽性][sg.單數][acc.受格；對格]。,6,1
533081,zh,32,-antamha,-antamhā,-antamhā,-antamhā：[m.陽性][sg.單數][abl.奪格；從格]。,8,1
533082,zh,32,-antamhi,-antamhi,-antamhi,-antamhi：[m.陽性][sg.單數][loc.處格]。,8,1
533083,zh,32,-antanam,-antānaṃ,-antānaṃ,-antānaṃ：[m.陽性][pl.複數][dat.與格；為格][gen.屬格；所有格]。,8,1
533084,zh,32,-antasma,-antasmā,-antasmā,-antasmā：[m.陽性][sg.單數][abl.奪格；從格]。,8,1
533085,zh,32,-antasmi,-antasmi,-antasmi,-antasmi：[m.陽性][sg.單數][loc.處格]。,8,1
533086,zh,32,-antassa,-antassa,-antassa,-antassa：[m.陽性][sg.單數][dat.與格；為格][gen.屬格；所有格]。,8,1
533087,zh,32,-ante,-ante,-ante,-ante：1.[m.陽性][sg.單數][loc.處格]。,5,1
