id,lang,sn,word_en,word,word2,note
29,jp,18,-carin,-cārin,-cārin,-cārin：a. m. [cāra -in] 行ずる，実践する，行者. pl. nom. cārino，cārayo. asaṅga~，ambu~，brahma~.,6,1
35,jp,18,-da,-da,-da,-da：a. [dā の suffix. cf. dadāti] abhayaṃda，vara-da.,3,1
56,jp,18,-ga,-ga,-ga,-ga：[&lt;gam] 語尾に付して「行く」の意味. atiga，anuga，uraga，dugga等.,3,1
59,jp,18,-gama,-gama,-gama,-gama：a. 行く. vihaṅgama，vehāsaṅgama，dūraṅgama，atthaṅgama.,5,1
61,jp,18,-gamin,-gāmin,-gāmin,-gāmin：a. m.，-gāminī f. [&lt;gam] 行く，行かしめる，導く者.,6,1
65,jp,18,-gatika,-gatika,-gatika,-gatika：-gatin a. 趣の，至る，交友の.,7,1
71,jp,18,-gu,-gū,-gū,-gū：[= -ga&lt;gam] 行ける，達せる，通暁せる. addha-gū，anta-gū，pāra-gū，veda-gū.,3,1
94,jp,18,-ja,-ja,-ja,-ja：a. suffix [&lt;jan. cf. janati] 生ぜる.,3,1
97,jp,18,-jatika,-jātika,-jātika,-jātika：-jātiya a. 生の，種類の，類の.,7,1
100,jp,18,-ji,-ji,-ji,-ji：suffix. 勝てる. saṅgāma-ji 戦勝者. sabba-ji 一切勝者. Assa-ji 馬勝，阿説示.,3,1
106,jp,18,-khattum,-khattuṃ,-khattuṃ,-khattuṃ：[Sk. -kṛtvaḥ，BSk. -kuttaṃ，-kṛtvo，-kṛtyo，-khutto，-khuttaṃ，-kṛtvaṃ，-kṣutto] 回，度. dvikkhattuṃ 二度. tikkhattuṃ 三度.,8,1
111,jp,18,-ma,-mā,-mā,-mā：① m. [māsa の略] puṇṇa-mā 満月② a. [mant の nom.] cakkhumā 有眼者. āyasmā 尊者. satimā 有念者.,3,1
116,jp,18,-maya,-maya,-maya,-maya：a. [〃] 所成の，所生の，製の，作の. ayo～，dāna～，dāru～，sīla～.,5,1
