id,book,par_num,level,class,title,text
NULL,p113,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p113,2,100,nikaya,,Khuddakanikāye
NULL,p113,3,100,book,,Jātaka-aṭṭhakathā
NULL,p113,4,1,title,"Jātaka-aṭṭhakathā(Catuttho bhāgo)","Catuttho bhāgo"
NULL,p113,5,2,chapter,"10. Dasakanipāto","10. Dasakanipāto"
NULL,p113,6,100,hangnum,,
NULL,p113,7,4,bodytext,"[439] 1. Catudvārajātakavaṇṇanā"," [439] 1. Catudvārajātakavaṇṇanā"
NULL,p113,8,100,bodytext,,"Catudvāramidaṃnagaranti idaṃ satthā jetavane viharanto ekaṃ dubbacabhikkhuṃ ārabbha kathesi. Paccuppannavatthu navakanipātassa paṭhamajātake vitthāritameva. Idha pana satthā taṃ bhikkhuṃ ‘‘saccaṃ kira tvaṃ bhikkhu dubbaco’’ti pucchitvā ‘‘saccaṃ, bhante’’ti vutte ‘‘pubbepi tvaṃ bhikkhu dubbacatāya paṇḍitānaṃ vacanaṃ akatvā khuracakkaṃ āpādesī’’ti vatvā atītaṃ āhari."
NULL,p113,9,100,bodytext,,"Atīte  kassapadasabalassa kāle bārāṇasiyaṃ asītikoṭivibhavassa seṭṭhino eko putto mittavindako nāma ahosi. Tassa mātāpitaro sotāpannā ahesuṃ, so pana dussīlo assaddho. Atha naṃ aparabhāge pitari kālakate mātā kuṭumbaṃ vicārentī āha – ‘‘tāta, tayā dullabhaṃ manussattaṃ laddhaṃ, dānaṃ dehi, sīlaṃ rakkhāhi, uposathakammaṃ karohi, dhammaṃ suṇāhī’’ti. Amma, na mayhaṃ dānādīhi attho, mā maṃ kiñci avacuttha, ahaṃ yathākammaṃ gamissāmīti. Evaṃ vadantampi naṃ ekadivasaṃ  puṇṇamuposathadivase mātā āha – ‘‘tāta, ajja abhilakkhito mahāuposathadivaso, ajja uposathaṃ samādiyitvā vihāraṃ gantvā sabbarattiṃ dhammaṃ sutvā ehi, ahaṃ te sahassaṃ dassāmī’’ti. So ‘‘sādhū’’ti dhanalobhena uposathaṃ samādiyitvā bhuttapātarāso vihāraṃ gantvā divasaṃ vītināmetvā rattiṃ yathā ekampi dhammapadaṃ kaṇṇaṃ na paharati, tathā ekasmiṃ  padese nipajjitvā niddaṃ okkamitvā punadivase pātova mukhaṃ dhovitvā gehaṃ gantvā nisīdi."
NULL,p113,10,100,bodytext,,"Mātā panassa ‘‘ajja me putto dhammaṃ sutvā pātova dhammakathikattheraṃ ādāya āgamissatī’’ti yāguṃ khādanīyaṃ bhojanīyaṃ paṭiyādetvā āsanaṃ paññapetvā tassāgamanaṃ paṭimānentī taṃ ekakaṃ āgataṃ disvā ‘‘tāta, dhammakathiko kena na ānīto’’ti vatvā ‘‘na mayhaṃ dhammakathikena attho’’ti vutte ‘‘tena hi yāguṃ pivā’’ti āha. So ‘‘tumhehi mayhaṃ sahassaṃ paṭissutaṃ, taṃ tāva me detha, pacchā pivissāmī’’ti āha. ‘‘Piva, tāta, pacchā dassāmī’’ti. ‘‘Gahetvāva pivissāmī’’ti. Athassa mātā sahassabhaṇḍikaṃ purato ṭhapesi. So yāguṃ pivitvā sahassabhaṇḍikaṃ gahetvā vohāraṃ karonto na cirasseva vīsasatasahassaṃ uppādesi. Athassa etadahosi – ‘‘nāvaṃ upaṭṭhapetvā vohāraṃ karissāmī’’ti. So nāvaṃ upaṭṭhapetvā ‘‘amma, ahaṃ nāvāya vohāraṃ karissāmī’’ti āha. Atha naṃ mātā ‘‘tvaṃ tāta, ekaputtako, imasmiṃ ghare dhanampi bahu, samuddo anekādīnavo, mā gamī’’ti nivāresi. So ‘‘ahaṃ gamissāmeva, na sakkā maṃ nivāretu’’nti vatvā ‘‘ahaṃ taṃ, tāta, vāressāmī’’ti mātarā hatthe gahito hatthaṃ vissajjāpetvā mātaraṃ paharitvā pātetvā antaraṃ katvā gantvā nāvāya samuddaṃ pakkhandi."
