id,book,par_num,level,class,title,text
NULL,p125,1,100,centered,," Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p125,2,100,nikaya,,Khuddakanikāye
NULL,p125,3,1,book,Suttanipāta-aṭṭhakathā,Suttanipāta-aṭṭhakathā
NULL,p125,4,100,title,(Paṭhamo bhāgo),(Paṭhamo bhāgo)
NULL,p125,5,2,subhead,Ganthārambhakathā,Ganthārambhakathā
NULL,p125,6,100,gatha1,,"Uttamaṃ  vandaneyyānaṃ, vanditvā ratanattayaṃ;"
NULL,p125,7,100,gathalast,,"Yo khuddakanikāyamhi, khuddācārappahāyinā."
NULL,p125,8,100,gatha1,,"Desito lokanāthena, lokanissaraṇesinā;"
NULL,p125,9,100,gathalast,,"Tassa suttanipātassa, karissāmatthavaṇṇanaṃ."
NULL,p125,10,100,gatha1,,"Ayaṃ  suttanipāto ca, khuddakesveva ogadho;"
NULL,p125,11,100,gathalast,,"Yasmā tasmā imassāpi, karissāmatthavaṇṇanaṃ."
NULL,p125,12,100,gatha1,,"Gāthāsatasamākiṇṇo, geyyabyākaraṇaṅkito;"
NULL,p125,13,100,gathalast,,"Kasmā suttanipātoti, saṅkhamesa gatoti ce."
NULL,p125,14,100,gatha1,,"Suvuttato savanato, atthānaṃ suṭṭhu tāṇato;"
NULL,p125,15,100,gathalast,,"Sūcanā sūdanā ceva, yasmā suttaṃ pavuccati."
NULL,p125,16,100,gatha1,,"Tathārūpāni suttāni, nipātetvā tato tato;"
NULL,p125,17,100,gathalast,,"Samūhato ayaṃ tasmā, saṅkhamevamupāgato."
NULL,p125,18,100,gatha1,,"Sabbāni cāpi suttāni, pamāṇantena tādino;"
NULL,p125,19,100,gathalast,,"Vacanāni ayaṃ tesaṃ, nipāto ca yato tato."
NULL,p125,20,100,gatha1,,"Aññasaṅkhānimittānaṃ, visesānamabhāvato;"
NULL,p125,21,100,gathalast,,"Saṅkhaṃ suttanipātoti, evameva samajjhagāti."
NULL,p125,22,2,chapter,1. Uragavaggo,1. Uragavaggo
NULL,p125,23,4,subhead,1. Uragasuttavaṇṇanā,1. Uragasuttavaṇṇanā
NULL,p125,24,100,bodytext,,"Evaṃ  samadhigatasaṅkho ca yasmā esa vaggato uragavaggo, cūḷavaggo, mahāvaggo, aṭṭhakavaggo, pārāyanavaggoti pañca vaggā honti; tesu uragavaggo ādi. Suttato uragavagge dvādasa suttāni, cūḷavagge cuddasa, mahāvagge dvādasa, aṭṭhakavagge soḷasa, pārāyanavagge soḷasāti sattati suttāni. Tesaṃ uragasuttaṃ ādi. Pariyattipamāṇato aṭṭha  bhāṇavārā. Evaṃ vaggasuttapariyattipamāṇavato panassa –"
NULL,p125,25,100,gatha1,,"‘‘Yo uppatitaṃ vineti kodhaṃ, visaṭaṃ sappavisaṃva osadhehi;"
NULL,p125,26,100,gathalast,,"So bhikkhu jahāti orapāraṃ, urago jiṇṇamiva tacaṃ purāṇa’’nti. –"
NULL,p125,27,100,unindented,,Ayaṃ gāthā ādi. Tasmā assā ito pabhuti atthavaṇṇanaṃ kātuṃ idaṃ vuccati –
NULL,p125,28,100,gatha1,,"‘‘Yena yattha yadā yasmā, vuttā gāthā ayaṃ imaṃ;"
NULL,p125,29,100,gathalast,,"Vidhiṃ pakāsayitvāssā, karissāmatthavaṇṇana’’nti."
NULL,p125,30,100,bodytext,,"Kena panāyaṃ gāthā vuttā, kattha, kadā, kasmā ca vuttāti? Vuccate – yo so bhagavā catuvīsatibuddhasantike laddhabyākaraṇo yāva vessantarajātakaṃ, tāva pāramiyo pūretvā tusitabhavane uppajji, tatopi cavitvā sakyarājakule upapattiṃ gahetvā, anupubbena katamahābhinikkhamano bodhirukkhamūle sammāsambodhiṃ abhisambujjhitvā, dhammacakkaṃ pavattetvā deva-manussānaṃ hitāya dhammaṃ desesi, tena bhagavatā sayambhunā anācariyakena sammāsambuddhena vuttā. Sā ca pana āḷaviyaṃ. Yadā ca bhūtagāmasikkhāpadaṃ paññattaṃ, tadā tattha upagatānaṃ dhammadesanatthaṃ vuttāti. Ayamettha saṅkhepavissajjanā. Vitthārato pana dūrenidānaavidūrenidānasantikenidānavasena veditabbā. Tattha dūrenidānaṃ nāma dīpaṅkarato  yāva paccuppannavatthukathā, avidūrenidānaṃ nāma tusitabhavanato yāva paccuppannavatthukathā, santikenidānaṃ nāma bodhimaṇḍato yāva paccuppannavatthukathāti."
NULL,p125,31,100,bodytext,,"Tattha yasmā avidūrenidānaṃ santikenidānañca dūrenidāneyeva samodhānaṃ gacchanti, tasmā dūrenidānavasenevettha vitthārato vissajjanā veditabbā. Sā panesā jātakaṭṭhakathāyaṃ vuttāti idha na vitthāritā. Tato tattha vitthāritanayeneva veditabbā. Ayaṃ pana viseso – tattha paṭhamagāthāya sāvatthiyaṃ vatthu uppannaṃ, idha āḷaviyaṃ. Yathāha –"
NULL,p125,32,100,indent,,"‘‘Tena  samayena buddho bhagavā āḷaviyaṃ viharati aggāḷave cetiye. Tena kho pana samayena āḷavakā bhikkhū navakammaṃ karontā rukkhaṃ chindantipi chedāpentipi. Aññataropi āḷavako bhikkhu rukkhaṃ chindati. Tasmiṃ rukkhe adhivatthā devatā taṃ bhikkhuṃ etadavoca – ‘mā, bhante, attano bhavanaṃ kattukāmo mayhaṃ bhavanaṃ chindī’ti. So bhikkhu anādiyanto chindiyeva. Tassā ca devatāya dārakassa bāhuṃ ākoṭesi. Atha kho tassā devatāya etadahosi – ‘yaṃnūnāhaṃ imaṃ bhikkhuṃ idheva jīvitā voropeyya’nti. Atha kho tassā devatāya etadahosi – ‘na kho metaṃ patirūpaṃ, yāhaṃ imaṃ bhikkhuṃ idheva jīvitā voropeyyaṃ, yaṃnūnāhaṃ bhagavato etamatthaṃ āroceyya’nti. Atha kho sā devatā yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavato etamatthaṃ ārocesi. ‘Sādhu, sādhu devate, sādhu kho tvaṃ, devate, taṃ bhikkhuṃ jīvitā na voropesi. Sacajja tvaṃ, devate, taṃ bhikkhuṃ jīvitā voropeyyāsi, bahuñca tvaṃ, devate, apuññaṃ pasaveyyāsi. Gaccha tvaṃ, devate, amukasmiṃ okāse rukkho vivitto, tasmiṃ upagacchā’’’ti (pāci. 89)."
NULL,p125,33,100,bodytext,,Evañca pana vatvā puna bhagavā tassā devatāya uppannakodhavinayanatthaṃ –
NULL,p125,34,100,gathalast,,"‘‘Yo ve uppatitaṃ kodhaṃ, rathaṃ bhantaṃva vāraye’’ti. (dha. pa. 222) –"
NULL,p125,35,100,unindented,,"Imaṃ  gāthaṃ abhāsi. Tato ‘‘kathañhi nāma samaṇā sakyaputtiyā rukkhaṃ chindissantipi, chedāpessantipi, ekindriyaṃ samaṇā sakyaputtiyā jīvaṃ viheṭhentī’’ti evaṃ manussānaṃ ujjhāyitaṃ sutvā bhikkhūhi ārocito bhagavā – ‘‘bhūtagāmapātabyatāya pācittiya’’nti (pāci. 90) imaṃ sikkhāpadaṃ paññāpetvā tattha upagatānaṃ dhammadesanatthaṃ –"
NULL,p125,36,100,gatha1,,"‘‘Yo  uppatitaṃ vineti kodhaṃ,"
NULL,p125,37,100,gathalast,,Visaṭaṃ sappavisaṃva osadhehī’’ti. –
NULL,p125,38,100,unindented,,"Imaṃ gāthaṃ abhāsi. Evamidaṃ ekaṃyeva  vatthu tīsu ṭhānesu saṅgahaṃ gataṃ – vinaye, dhammapade, suttanipāteti. Ettāvatā ca yā sā mātikā ṭhapitā –"
NULL,p125,39,100,gatha1,,"‘‘Yena yattha yadā yasmā, vuttā gāthā ayaṃ imaṃ;"
NULL,p125,40,100,gathalast,,"Vidhi pakāsayitvāssā, karissāmatthavaṇṇana’’nti. –"
NULL,p125,41,100,unindented,,Sā saṅkhepato vitthārato ca pakāsitā hoti ṭhapetvā atthavaṇṇanaṃ.
NULL,p125,42,100,bodytext,,"1. Ayaṃ panettha atthavaṇṇanā. Yoti yo yādiso khattiyakulā vā pabbajito, brāhmaṇakulā vā pabbajito, navo vā majjhimo vā thero vā. Uppatitanti uddhamuddhaṃ patitaṃ gataṃ, pavattanti attho, uppannanti vuttaṃ hoti. Uppannañca nāmetaṃ vattamānabhutvāpagatokāsakatabhūmiladdhavasena anekappabhedaṃ. Tattha sabbampi saṅkhataṃ uppādādisamaṅgi vattamānuppannaṃ nāma, yaṃ sandhāya ‘‘uppannā dhammā, anuppannā dhammā, uppādino dhammā’’ti (dha. sa. tikamātikā 17) vuttaṃ. Ārammaṇarasamanubhavitvā niruddhaṃ anubhutvāpagatasaṅkhātaṃ kusalākusalaṃ, uppādādittayamanuppatvā niruddhaṃ bhutvāpagatasaṅkhātaṃ sesasaṅkhatañca bhutvāpagatuppannaṃ nāma. Tadetaṃ ‘‘evarūpaṃ pāpakaṃ diṭṭhigataṃ uppannaṃ hotī’’ti (ma. ni. 1.234; pāci. 417) ca, ‘‘yathā ca uppannassa satisambojjhaṅgassa bhāvanāpāripūrī hotī’’ti ca evamādīsu suttantesu daṭṭhabbaṃ. ‘‘Yānissa tāni pubbe katāni kammānī’’ti evamādinā (ma. ni. 3.248; netti. 120) nayena vuttaṃ kammaṃ atītampi samānaṃ aññassa vipākaṃ paṭibāhitvā attano vipākassokāsaṃ katvā ṭhitattā, tathā katokāsañca vipākaṃ anuppannampi evaṃ kate okāse avassamuppattito okāsakatuppannaṃ nāma. Tāsu tāsu bhūmīsu asamūhatamakusalaṃ bhūmiladdhuppannaṃ nāma."
NULL,p125,43,100,bodytext,,"Ettha ca bhūmiyā bhūmiladdhassa ca nānattaṃ veditabbaṃ. Seyyathidaṃ – bhūmi nāma vipassanāya ārammaṇabhūtā tebhūmakā pañcakkhandhā. Bhūmiladdhaṃ nāma tesu uppattārahaṃ  kilesajātaṃ. Tena hi sā bhūmiladdhā nāma hotīti. Tasmā ‘‘bhūmiladdha’’nti vuccati. Tañca pana na ārammaṇavasena. Ārammaṇavasena hi sabbepi atītādibhede pariññātepi ca khīṇāsavānaṃ  khandhe ārabbha kilesā uppajjanti mahākaccāyanauppalavaṇṇādīnaṃ khandhe ārabbha soreyyaseṭṭhiputtanandamāṇavakādīnaṃ viya. Yadi cetaṃ bhūmiladdhaṃ nāma siyā, tassa appaheyyato na koci bhavamūlaṃ jaheyya. Vatthuvasena pana bhūmiladdhaṃ nāma veditabbaṃ. Yattha yattha hi vipassanāya apariññātā khandhā uppajjanti, tattha tattha uppādato pabhuti tesu vaṭṭamūlaṃ kilesajātaṃ anuseti. Taṃ appahīnaṭṭhena bhūmiladdhuppannaṃ nāmāti veditabbaṃ. Tattha ca yassa khandhesu appahīnānusayitā kilesā, tassa te eva khandhā tesaṃ kilesānaṃ vatthu, na itare khandhā. Atītakkhandhesu cassa appahīnānusayitānaṃ kilesānaṃ atītakkhandhā eva vatthu, na itare. Eseva nayo anāgatādīsu. Tathā kāmāvacarakkhandhesu appahīnānusayitānaṃ kilesānaṃ kāmāvacarakkhandhā eva vatthu, na itare. Esa nayo rūpārūpāvacaresu."
NULL,p125,44,100,bodytext,,"Sotāpannādīnaṃ pana yassa yassa ariyapuggalassa khandhesu taṃ taṃ vaṭṭamūlaṃ kilesajātaṃ tena tena maggena pahīnaṃ, tassa tassa te te khandhā pahīnānaṃ tesaṃ tesaṃ vaṭṭamūlakilesānaṃ avatthuto bhūmīti saṅkhaṃ na labhanti. Puthujjanassa pana sabbaso vaṭṭamūlānaṃ kilesānaṃ appahīnattā yaṃ kiñci kariyamānaṃ kammaṃ kusalaṃ vā akusalaṃ vā hoti, iccassa kilesappaccayā vaṭṭaṃ vaḍḍhati. Tassetaṃ vaṭṭamūlaṃ rūpakkhandhe eva, na vedanākkhandhādīsu…pe… viññāṇakkhandhe eva vā, na rūpakkhandhādīsūti na vattabbaṃ. Kasmā? Avisesena pañcasu khandhesu anusayitattā. Kathaṃ? Pathavīrasādimiva rukkhe. Yathā hi mahārukkhe pathavītalaṃ adhiṭṭhāya pathavīrasañca āporasañca  nissāya tappaccayā mūlakhandhasākhapasākhapattapallavapalāsapupphaphalehi vaḍḍhitvā nabhaṃ pūretvā yāvakappāvasānaṃ bījaparamparāya rukkhapaveṇīsantāne ṭhite  ‘‘taṃ pathavīrasādi mūle eva, na khandhādīsu, phale eva vā, na mūlādīsū’’ti na vattabbaṃ. Kasmā? Avisesena sabbesveva mūlādīsu anugatattā, evaṃ. Yathā pana tasseva rukkhassa pupphaphalādīsu nibbinno koci puriso catūsu disāsu maṇḍūkakaṇṭakaṃ nāma rukkhe visaṃ payojeyya, atha so rukkho tena visasamphassena phuṭṭho pathavīrasaāporasapariyādinnena appasavanadhammataṃ āgamma puna santānaṃ nibbattetuṃ samattho na bhaveyya, evamevaṃ khandhappavattiyaṃ nibbinno kulaputto tassa purisassa catūsu disāsu rukkhe visappayojanaṃ viya attano santāne catumaggabhāvanaṃ ārabhati. Athassa so khandhasantāno tena catumaggavisasamphassena sabbaso vaṭṭamūlakilesānaṃ pariyādinnattā kiriyabhāvamattamupagatakāyakammādi sabbakammappabhedo āyatiṃ punabbhavābhinibbattadhammatamāgamma bhavantarasantānaṃ nibbattetuṃ samattho na hoti. Kevalaṃ pana carimaviññāṇanirodhena nirindhano viya jātavedo anupādāno parinibbāti. Evaṃ bhūmiyā bhūmiladdhassa ca nānattaṃ veditabbaṃ."
