id,book,par_num,level,class,title,text
NULL,p139,1,100,centered,,"Namo tassa bhagavato arahato sammāsambuddhassa"
NULL,p139,2,100,nikaya,,Vinayapiṭake
NULL,p139,3,1,book,"(SP) Pācittiya-aṭṭhakathā",Pācittiya-aṭṭhakathā
NULL,p139,4,2,chapter,"5. Pācittiyakaṇḍaṃ","5. Pācittiyakaṇḍaṃ"
NULL,p139,5,3,title,"1. Musāvādavaggo","1. Musāvādavaggo"
NULL,p139,6,4,subhead,"1. Musāvādasikkhāpadavaṇṇanā","1. Musāvādasikkhāpadavaṇṇanā"
NULL,p139,7,100,gatha1,,"Yesaṃ  navahi vaggehi, saṅgaho suppatiṭṭhito;"
NULL,p139,8,100,gathalast,,"Khuddakānaṃ ayaṃ dāni, tesaṃ bhavati vaṇṇanā."
NULL,p139,9,100,bodytext,,"1. Tattha musāvādavaggassa tāva paṭhamasikkhāpade hatthakoti tassa therassa nāmaṃ. Sakyānaṃ  puttoti sakyaputto. Buddhakāle kira sakyakulato asīti purisasahassāni pabbajiṃsu, tesaṃ so aññataroti. Vādakkhittoti ‘‘vādaṃ karissāmī’’ti evaṃ parivitakkitena vādena paravādisantikaṃ khitto pakkhitto pahito pesitoti attho. Vādamhi vā sakena cittena khitto. Yatra yatra vādo tatra tatreva sandissatītipi vādakkhitto. Avajānitvā avajānātīti attano vāde kañci dosaṃ sallakkhento ‘‘nāyaṃ mama vādo’’ti avajānitvā puna kathento kathento niddosataṃ sallakkhetvā ‘‘mameva ayaṃ vādo’’ti paṭijānāti. Paṭijānitvā avajānātīti kismiñcideva vacane ānisaṃsaṃ sallakkhento ‘‘ayaṃ mama vādo’’ti paṭijānitvā puna kathento kathento tattha dosaṃ sallakkhetvā  ‘‘nāyaṃ mama vādo’’ti avajānāti. Aññenaññaṃ paṭicaratīti aññena kāraṇena aññaṃ kāraṇaṃ paṭicarati paṭicchādeti ajjhottharati, ‘‘rūpaṃ aniccaṃ jānitabbato’’ti vatvā puna ‘‘jātidhammato’’tiādīni vadati. Kurundiyaṃ pana ‘‘etassa paṭicchādanahetuṃ aññaṃ bahuṃ kathetī’’ti vuttaṃ. Tatrāyaṃ adhippāyo – yaṃ taṃ paṭijānanañca avajānanañca, tassa paṭicchādanatthaṃ ‘‘ko āha, kiṃ āha, kismiṃ āhā’’ti evamādi bahuṃ bhāsatīti. Puna mahāaṭṭhakathāyaṃ ‘‘avajānitvā paṭijānanto paṭijānitvā avajānanto eva ca aññenaññaṃ paṭicaratī’’ti vuttaṃ. Sampajānamusā bhāsatīti jānanto musā bhāsati. Saṅketaṃ katvā visaṃvādetīti purebhattādīsu ‘‘asukasmiṃ nāma kāle asukasmiṃ nāma padese vādo hotū’’ti saṅketaṃ katvā saṅketato pure vā pacchā vā gantvā ‘‘passatha bho, titthiyā na āgatā parājitā’’ti pakkamati."
NULL,p139,10,100,bodytext,,"2. Sampajānamusāvādeti jānitvā jānantassa ca musā bhaṇane."
NULL,p139,11,100,bodytext,,"3. Visaṃvādanapurekkhārassāti visaṃvādanacittaṃ purato katvā vadantassa. Vācāti micchāvācāpariyāpannavacanasamuṭṭhāpikā cetanā. Girāti tāya cetanāya samuṭṭhāpitasaddaṃ dasseti. Byappathoti vacanapatho; vācāyeva hi aññesampi diṭṭhānugatimāpajjantānaṃ pathabhūtato byappathoti vuccati. Vacībhedoti vacīsaññitāya vācāya bhedo; pabhedagatā vācā eva evaṃ vuccati. Vācasikā viññattīti vacīviññatti. Evaṃ paṭhamapadena suddhacetanā, majjhe tīhi taṃsamuṭṭhāpitasaddasahitā cetanā, ante ekena viññattisahitā cetanā ‘‘kathitā’’ti veditabbā. Anariyavohārāti anariyānaṃ bālaputhujjanānaṃ vohārā."
NULL,p139,12,100,bodytext,,"Evaṃ sampajānamusāvādaṃ dassetvā idāni ante vuttānaṃ sampajānamusāvādasaṅkhātānaṃ anariyavohārānaṃ  lakkhaṇaṃ dassento ‘‘adiṭṭhaṃ diṭṭhaṃ me’’tiādimāha. Tattha adiṭṭhaṃ diṭṭhaṃ meti evaṃ vadato vacanaṃ taṃsamuṭṭhāpikā vā cetanā eko anariyavohāroti iminā nayena attho veditabbo. Apicettha cakkhuvasena aggahitārammaṇaṃ adiṭṭhaṃ, sotavasena aggahitaṃ asutaṃ, ghānādivasena munitvā tīhi indriyehi ekābaddhaṃ viya katvā patvā aggahitaṃ amutaṃ, aññatra pañcahi indriyehi suddhena  viññāṇeneva aggahitaṃ aviññātanti veditabbaṃ. Pāḷiyaṃ pana ‘‘adiṭṭhaṃ nāma na cakkhunā diṭṭha’’nti evaṃ oḷārikeneva nayena desanā katāti. Diṭṭhādīsu ca attanāpi  parenapi diṭṭhaṃ diṭṭhameva. Evaṃ sutamutaviññātānīti ayameko pariyāyo. Aparo nayo yaṃ attanā diṭṭhaṃ diṭṭhameva taṃ. Esa nayo sutādīsu. Yaṃ pana parena diṭṭhaṃ, taṃ attanā sutaṭṭhāne tiṭṭhati. Evaṃ mutādīnipi."
NULL,p139,13,100,bodytext,,"4. Idāni tesaṃ anariyavohārānaṃ vasena āpattiṃ āropetvā dassento ‘‘tīhākārehī’’tiādimāha. Tassattho ‘‘tīhi ākārehi paṭhamaṃ jhānaṃ samāpajjinti sampajānamusā bhaṇantassa āpatti pārājikassā’’ti evamādicatutthapārājikapāḷivaṇṇanāyaṃ vuttanayeneva veditabbo. Kevalañhi tattha ‘‘paṭhamaṃ jhānaṃ samāpajji’’nti idha ‘‘adiṭṭhaṃ diṭṭhaṃ me’’ti, tattha ca ‘‘āpatti pārājikassā’’ti ‘‘idha āpatti pācittiyassā’’ti evaṃ vatthumatte āpattimatte ca viseso, sesaṃ ekalakkhaṇamevāti."
NULL,p139,14,100,bodytext,,"9. Tīhākārehi diṭṭhe vematikotiādīnampi attho ‘‘diṭṭhassa hoti pārājikaṃ dhammaṃ ajjhāpajjanto diṭṭhe vematiko’’ti evamādiduṭṭhadosapāḷivaṇṇanāyaṃ vuttanayeneva veditabbo. Pāḷimattameva hi ettha viseso, atthe pana satheravāde kiñci nānākaraṇaṃ natthi."
NULL,p139,15,100,bodytext,,"11. Sahasā bhaṇatīti avīmaṃsitvā anupadhāretvā vā vegena diṭṭhampi ‘‘adiṭṭhaṃ me’’ti bhaṇati. Aññaṃ bhaṇissāmīti aññaṃ bhaṇatīti mandattā jaḷattā pakkhalanto ‘‘cīvara’’nti vattabbe ‘‘cīra’’nti ādiṃ bhaṇati. Yo pana sāmaṇerena ‘‘api bhante mayhaṃ upajjhāyaṃ passitthā’’ti vutto keḷiṃ kurumāno ‘‘tava upajjhāyo dārusakaṭaṃ yojetvā gato bhavissatī’’ti vā siṅgālasaddaṃ sutvā ‘‘kassāyaṃ bhante saddo’’ti vutto ‘‘mātuyā te yānena gacchantiyā kaddame laggacakkaṃ uddharantānaṃ ayaṃ saddo’’ti vā evaṃ neva davā na ravā aññaṃ bhaṇati, so āpattiṃ āpajjatiyeva. Aññā pūraṇakathā nāma hoti, eko gāme thokaṃ telaṃ labhitvā vihāraṃ āgato sāmaṇeraṃ bhaṇati – ‘‘tvaṃ ajja kuhiṃ gato, gāmo ekatelo ahosī’’ti  vā pacchikāya ṭhapitaṃ pūvakhaṇḍaṃ labhitvā  ‘‘ajja gāme pacchikāhi pūve cāresu’’nti vā, ayaṃ musāvādova hoti. Sesaṃ uttānamevāti."
NULL,p139,16,100,bodytext,,"Tisamuṭṭhānaṃ – kāyacittato  vācācittato kāyavācācittato ca samuṭṭhāti, kiriyaṃ, saññāvimokkhaṃ, sacittakaṃ, lokavajjaṃ, kāyakammaṃ, vacīkammaṃ, akusalacittaṃ, tivedananti."
NULL,p139,17,100,centered,,"Musāvādasikkhāpadaṃ paṭhamaṃ."
NULL,p139,18,4,subhead,"2. Omasavādasikkhāpadavaṇṇanā","2. Omasavādasikkhāpadavaṇṇanā"
NULL,p139,19,100,bodytext,,"12. Dutiyasikkhāpade omasantīti ovijjhanti. Khuṃsentīti akkosanti. Vambhentīti padhaṃsenti."
NULL,p139,20,100,bodytext,,"13. Bhūtapubbanti idaṃ vatthuṃ bhagavā omasavādagarahaṇatthaṃ āhari. Nandivisālo nāmāti nandīti tassa balībaddassa nāmaṃ, visāṇāni panassa visālāni, tasmā ‘‘nandivisālo’’ti vuccati. Bodhisatto tena samayena nandivisālo nāma hoti. Brāhmaṇo taṃ yāgubhattādīhi ativiya posesi. Atha so brāhmaṇaṃ anukampamāno ‘‘gaccha tva’’ntiādimāha. Tattheva aṭṭhāsīti ahetukapaṭisandhikālepi parakhuṃsanaṃ amanāpatoyeva paccesi, tasmā brāhmaṇassa dosaṃ dassetukāmo aṭṭhāsi. Sakaṭasataṃ atibaddhaṃ pavaṭṭesīti paṭipāṭiyā ṭhapetvā heṭṭhārukkhe datvā ekābaddhaṃ katvā muggamāsavālukādīhi puṇṇaṃ sakaṭasataṃ pavaṭṭento, kiñcāpi pubbe patiṭṭhitārappadesaṃ puna are patte pavaṭṭitaṃ hoti, bodhisatto pana purimasakaṭena patiṭṭhitaṭṭhāne pacchimasakaṭaṃ patiṭṭhāpetuṃ sakaṭasatappamāṇaṃ padesaṃ pavaṭṭesi. Bodhisattānañhi sithilakaraṇaṃ nāma natthi. Tena cattamano ahūti tena brāhmaṇassa dhanalābhena attano kammena ca so nandivisālo attamano ahosi."
NULL,p139,21,100,bodytext,,"15. Akkosenapīti  ettha pana yasmā parato ‘‘dve akkosā – hīno ca akkoso ukkaṭṭho ca akkoso’’ti vibhajitukāmo, tasmā yathā pubbe ‘‘hīnenapi akkosena khuṃsentī’’ti vuttaṃ; evaṃ avatvā ‘‘akkosena’’ iccevamāha. Venajātīti tacchakajāti; veṇukārajātītipi vadanti. Nesādajātīti migaluddakādijāti."
NULL,p139,22,100,bodytext,,"Rathakārajātīti  cammakārajāti. Pukkusajātīti pupphachaḍḍakajāti. Avakaṇṇakādi dāsānaṃ nāmaṃ hoti; tasmā hīnaṃ. Oññātanti avaññātaṃ; ‘‘uññāta’’ntipi paṭhanti. Avaññātanti vambhetvā ñātaṃ. Hīḷitanti jigucchitaṃ. Paribhūtanti kimetenātiti paribhavakataṃ. Acittīkatanti na garukataṃ."
NULL,p139,23,100,bodytext,,"Koṭṭhakakammanti tacchakakammaṃ. Muddāti hatthamuddāgaṇanā. Gaṇanāti acchiddakādiavasesagaṇanā. Lekhāti akkharalekhā. Madhumehābādho vedanāya abhāvato ‘‘ukkaṭṭho’’ti vutto. Pāṭikaṅkhāti icchitabbā. Yakārena vā bhakārena vāti yakārabhakāre yojetvā yo akkoso. Kāṭakoṭacikāya vāti ‘‘kāṭa’’nti purisanimittaṃ, ‘‘koṭacikā’’ti itthinimittaṃ; etehi vā yo akkoso, eso hīno nāma akkosoti."
NULL,p139,24,100,bodytext,,"16. Idāni tesaṃ jātiādīnaṃ pabhedavasena āpattiṃ āropetvā dassento ‘‘upasampanno upasampanna’’ntiādimāha. Tattha khuṃsetukāmo vambhetukāmo maṅkukattukāmoti akkositukāmo padhaṃsitukāmo garahitukāmo nittejaṃ kattukāmoti attho. Hīnena hīnanti hīnena jātivacanena hīnajātikaṃ. Etena upāyena sabbapadesu attho veditabbo."
NULL,p139,25,100,bodytext,,"Ettha ca hīnena hīnaṃ vadanto kiñcāpi saccaṃ vadati, omasitukāmatāya panassa vācāya vācāya pācittiyaṃ. Ukkaṭṭhena hīnaṃ vadanto ca kiñcāpi alikaṃ bhaṇati, omasitukāmatāya pana imināva sikkhāpadena pācittiyaṃ āpajjati, na purimena. Yopi ‘‘aticaṇḍālosi, atibrāhmaṇosi, duṭṭhacaṇḍālosi, duṭṭhabrāhmaṇosī’’tiādīni vadati, sopi āpattiyā kāretabbo."
NULL,p139,26,100,bodytext,,"26. Santiidhekacceti vāre pana pariharitvā vuttabhāvena dukkaṭaṃ. Eseva nayo ye nūna…pe… na mayanti vāresupi. Anupasampanne pana catūsupi vāresu dukkaṭameva. Corosi gaṇṭhibhedakosītiādivacanehi pana upasampannepi anupampannepi sabbavāresu dukkaṭameva. Davakamyatāya pana upasampannepi anupasampannepi sabbavāresu dubbhāsitaṃ. Davakamyatā nāma keḷihasādhippāyatā. Imasmiñca sikkhāpade ṭhapetvā bhikkhuṃ bhikkhunīādayo sabbasattā anupasampannaṭṭhāne ṭhitāti  veditabbā."
NULL,p139,27,100,bodytext,,"35. Atthapurekkhārassātiādīsu pāḷiyā atthaṃ vaṇṇayanto atthapurekkhāro; pāḷiṃ vācento dhammapurekkhāro; anusiṭṭhiyaṃ ṭhatvā ‘‘idānipi caṇḍālosi, pāpaṃ mā akāsi, mā tamo tamaparāyaṇo ahosī’’tiādinā nayena kathento anusāsanīpurekkhāro nāmāti veditabbo. Sesaṃ uttānameva."
NULL,p139,28,100,bodytext,,"Tisamuṭṭhānaṃ – kāyacittato vācācittato kāyavācācittato ca samuṭṭhāti. Kiriyaṃ, saññāvimokkhaṃ, sacittakaṃ, lokavajjaṃ, kāyakammaṃ, vacīkammaṃ, akusalacittaṃ, dukkhavedananti. Dubbhāsitāpatti panettha vācācittato samuṭṭhāti, kiriyaṃ, saññāvimokkhaṃ, sacittakaṃ, akusalacittaṃ, dvivedanaṃ sukhā ca majjhattā cāti."
NULL,p139,29,100,centered,,"Omasavādasikkhāpadaṃ dutiyaṃ."
NULL,p139,30,4,subhead,"3. Pesuññasikkhāpadavaṇṇanā","3. Pesuññasikkhāpadavaṇṇanā"
NULL,p139,31,100,bodytext,,"36. Tatiyasikkhāpade – bhaṇḍanajātānanti sañjātabhaṇḍanānaṃ. Bhaṇḍananti kalahassa pubbabhāgo, ‘‘iminā ca iminā ca idaṃ kataṃ; evaṃ vutte evaṃ vakkhāmā’’tiādikaṃ sakasakapakkhe sammantanaṃ. Kalahoti āpattigāmiko kāyavācāvītikkamo. Vivādoti viggāhikakathā. Taṃ vivādaṃ āpannānaṃ vivādāpannānaṃ. Pesuññanti pisuṇavācaṃ, piyabhāvassa suññakaraṇavācanti vuttaṃ hoti."
NULL,p139,32,100,bodytext,,"37. Bhikkhupesuññeti  bhikkhūnaṃ pesuññe; bhikkhuto sutvā bhikkhunā bhikkhussa upasaṃhaṭapesuññeti attho."
NULL,p139,33,100,bodytext,,"38. Dvīhākārehīti dvīhi kāraṇehi. Piyakamyassa vāti ‘‘evaṃ ahaṃ etassa piyo bhavissāmī’’ti attano piyabhāvaṃ patthayamānassa vā. Bhedādhippāyassa vāti ‘‘evamayaṃ etena saddhiṃ bhijjissatī’’ti parassa parena bhedaṃ icchantassa vā. Jātitopītiādi sabbaṃ purimasikkhāpade vuttanayameva. Idhāpi bhikkhuniṃ ādiṃ katvā sabbe anupasampannā nāma."
NULL,p139,34,100,bodytext,,"Na piyakamyassa na bhedādhippāyassāti ekaṃ akkosantaṃ ekañca khamantaṃ disvā ‘‘aho nillajjo, īdisampi nāma bhavantaṃ puna vattabbaṃ maññissatī’’ti evaṃ kevalaṃ pāpagarahitāya bhaṇantassa anāpatti. Sesaṃ uttānatthameva. Tisamuṭṭhānaṃ – kāyacittato vācācittato kāyavācācittato  ca samuṭṭhāti, kiriyaṃ, saññāvimokkhaṃ, sacittakaṃ, lokavajjaṃ, kāyakammaṃ, vacīkammaṃ, akusalacittaṃ, tivedananti."
NULL,p139,35,100,centered,,"Pesuññasikkhāpadaṃ tatiyaṃ."
NULL,p139,36,4,subhead,"4. Padasodhammasikkhāpadavaṇṇanā","4. Padasodhammasikkhāpadavaṇṇanā"
NULL,p139,37,100,bodytext,,"44. Catutthasikkhāpade – appatissāti appatissavā. Upāsakāti vutte vacanampi na sotukāmā; anādarāti attho. Appatissayā vā anīcavuttinoti attho. Asabhāgavuttikāti visabhāgajīvikā, yathā bhikkhūsu vattitabbaṃ; evaṃ appavattavuttinoti attho."
NULL,p139,38,100,bodytext,,"45. Padaso dhammaṃ vāceyyāti ekato padaṃ padaṃ dhammaṃ vāceyya; koṭṭhāsaṃ koṭṭhāsaṃ vāceyyāti attho. Yasmā pana taṃ koṭṭhāsanāmakaṃ padaṃ catubbidhaṃ hoti, tasmā taṃ dassetuṃ ‘‘padaṃ anupadaṃ anvakkharaṃ anubyañjana’’nti padabhājanaṃ vuttaṃ. Tattha padanti eko gāthāpādo adhippeto. Anupadanti dutiyapādo. Anvakkharanti ekekamakkharaṃ. Anubyañjananti purimabyañjanena sadisaṃ pacchābyañjanaṃ. Yaṃ kiñci vā ekamakkharaṃ anvakkharaṃ, akkharasamūho anubyañjanaṃ, akkharānubyañjanasamūho padaṃ. Paṭhamapadaṃ padameva, dutiyaṃ anupadanti evamettha nānākaraṇaṃ veditabbaṃ."
NULL,p139,39,100,bodytext,,"Idāni padaṃ nāma ekato paṭṭhapetvā ekato osāpentīti gāthābandhaṃ dhammaṃ vācento ‘‘manopubbaṅgamā dhammā’’ti ekamekaṃ padaṃ sāmaṇerena saddhiṃ ekato ārabhitvā ekatoyeva niṭṭhāpeti. Evaṃ vācentassa padagaṇanāya pācittiyā veditabbā. Anupadaṃ nāma pāṭekkaṃ paṭṭhapetvā ekato osāpentīti therena ‘‘manopubbaṅgamā dhammā’’ti vutte sāmaṇero taṃ padaṃ apāpuṇitvā ‘‘manoseṭṭhā manomayā’’ti dutiyapadaṃ ekato bhaṇati, ime pāṭekkaṃ paṭṭhapetvā ekato osāpenti nāma. Evaṃ vācentassāpi anupadagaṇanāya pācittiyā. Anvakkharaṃ nāma rūpaṃ aniccantivuccamāno ‘‘rū’’ti opātetīti ‘‘rūpaṃ aniccanti bhaṇa sāmaṇerā’’ti vuccamāno rūkāramattameva ekato vatvā tiṭṭhati. Evaṃ vācentassāpi anvakkharagaṇanāya pācittiyā. Gāthābandhepi ca esa nayo labbhatiyeva. Anubyañjanaṃ nāma rūpaṃ aniccanti vuccamāno vedanā aniccāti saddaṃ nicchāretīti ‘‘rūpaṃ, bhikkhave, aniccaṃ, vedanā aniccā’’ti imaṃ suttaṃ vācayamāno therena ‘‘rūpaṃ anicca’’nti vuccamāno sāmaṇero sīghapaññatāya  ‘‘vedanā aniccā’’ti imaṃ aniccapadaṃ therassa ‘‘rūpaṃ anicca’’nti etena aniccapadena saddhiṃ ekato bhaṇanto vācaṃ nicchāreti. Evaṃ vācentassāpi anubyañjanagaṇanāya pācittiyā. Ayaṃ panettha saṅkhepo – imesu padādīsu yaṃ yaṃ ekato bhaṇati tena tena āpattiṃ āpajjatīti."
NULL,p139,40,100,bodytext,,"Buddhabhāsitoti sakalaṃ vinayapiṭakaṃ abhidhammapiṭakaṃ dhammapadaṃ cariyāpiṭakaṃ udānaṃ itivuttakaṃ jātakaṃ suttanipāto vimānavatthu petavatthu brahmajālādīni ca suttāni. Sāvakabhāsitoti catuparisapariyāpannehi sāvakehi bhāsito anaṅgaṇasammādiṭṭhianumānasuttacuḷavedallamahāvedallādiko. Isibhāsitoti bāhiraparibbājakehi bhāsito sakalo paribbājakavaggo, bāvariyassa antevāsikānaṃ soḷasannaṃ brāhmaṇānaṃ pucchāti evamādi. Devatābhāsitoti devatāhi bhāsito; so devatāsaṃyuttadevaputtasaṃyuttamārasaṃyuttabrahmasaṃyuttasakkasaṃyuttādivasena veditabbo."
NULL,p139,41,100,bodytext,,"Atthūpasañhitoti aṭṭhakathānissito. Dhammūpasañhitoti pāḷinissito; ubhayenāpi vivaṭṭūpanissitameva vadati. Kiñcāpi vivaṭṭūpanissitaṃ vadati, tisso saṅgītiyo āruḷhadhammaṃyeva pana padaso vācentassa āpatti. Vivaṭṭūpanissitepi nānābhāsāvasena gāthāsilokabandhādīhi abhisaṅkhate anāpatti. Tisso saṅgītiyo anāruḷhepi kulumbasuttaṃ rājovādasuttaṃ tikkhindriyaṃ catuparivaṭṭaṃ nandopanandanti īdise āpattiyeva. Apalāladamanampi vuttaṃ, mahāpaccariyampana paṭisiddhaṃ. Meṇḍakamilindapañhesu therassa sakapaṭibhāne anāpatti, yaṃ rañño saññāpanatthaṃ āharitvā vuttaṃ, tattha āpatti. Vaṇṇapiṭakaaṅgulimālapiṭakaraṭṭhapālagaajataāḷavakagajjitaguḷhamaggaguḷhavessantaraguḷhavinayavedallapiṭakāni pana abuddhavacanāniyevāti  vuttaṃ. Sīlūpadeso nāma dhammasenāpatinā vuttoti vadanti, tasmiṃ āpattiyeva. Aññānipi maggakathāārammaṇakathābuddhikadaṇḍaka ñāṇavatthuasubhakathādīni atthi, tesu sattatiṃsa bodhipakkhiyadhammā vibhattā, dhutaṅgapañhe paṭipadā vibhattā; tasmā tesu āpattīti vuttaṃ. Mahāpaccariyādīsu pana saṅgītiṃ anāruḷhesu rājovādatikkhindriyacatuparivaṭṭanandopanandakulumbasuttesuyeva āpattīti vatvā avasesesu yaṃ buddhavacanato āharitvā vuttaṃ, tadeva āpattivatthu hoti, na itaranti ayamattho pariggahito."
NULL,p139,42,100,bodytext,,"48. Ekato uddisāpentoti anupasampannena saddhiṃ ekato uddesaṃ gaṇhantopi ekato vadati anāpattīti attho."
NULL,p139,43,100,bodytext,,"Tatrāyaṃ  vinicchayo – upasampanno ca anupasampanno ca nisīditvā uddisāpenti. Ācariyo nisinnānaṃ bhaṇāmīti tehi saddhiṃ ekato vadati, ācariyassa āpatti. Anupasampannena saddhiṃ gaṇhantassa anāpatti. Dvepi ṭhitā gaṇhanti, eseva nayo. Daharabhikkhu nisinno, sāmaṇero ṭhito, nisinnassa bhaṇāmīti bhaṇato anāpatti. Sace daharo tiṭṭhati, itaro nisīdati, ṭhitassa bhaṇāmīti bhaṇatopi anāpatti. Sace bahūnaṃ bhikkhūnaṃ antare eko sāmaṇero nisinno hoti, tasmiṃ nisinne padaso dhammaṃ vācentassa ācariyassa acittakāpatti. Sace sāmaṇero upacāraṃ muñcitvā ṭhito vā nisinno vā hoti, yesaṃ vāceti, tesu apariyāpannattā ekena disābhāgena palāyanakaganthaṃ nāma gaṇhātīti saṅkhyaṃ gacchati, tasmā anāpatti. Ekato sajjhāyaṃ karontopi anupasampannena saddhiṃ upasampanno ekato sajjhāyaṃ karonto  tena saddhiṃyeva bhaṇati, anāpatti. Anupasampannassa santike uddesaṃ gaṇhantassapi tena saddhiṃ ekato bhaṇantassa anāpatti. Ayampi hi ekato sajjhāyaṃ karoticceva saṅkhyaṃ gacchati."
NULL,p139,44,100,bodytext,,"Yebhuyyena paguṇaṃ ganthaṃ bhaṇantaṃ opātetīti sace ekagāthāya eko pādo na āgacchati, sesaṃ āgacchati, ayaṃ yebhuyyena paguṇagantho nāma. Etena  nayena suttepi veditabbo. Taṃ opātentassa evaṃ bhaṇāhīti ekatopi bhaṇantassa anāpatti. Osārentaṃ opātetīti suttaṃ uccārentaṃ parisamajjhe parisaṅkamānaṃ evaṃ vadehīti tena saddhiṃ ekatopi vadantassa anāpatti. Yaṃ pana mahāpaccariyādīsu ‘‘mayā saddhiṃ mā vadā’’ti vutto yadi vadati, ‘‘anāpattī’’ti vuttaṃ, taṃ mahāaṭṭhakathāyaṃ natthi, natthibhāvoyeva cassa yutto. Kasmā? Kiriyasamuṭṭhānattā. Itarathā hi kiriyākiriyaṃ bhaveyya. Sesaṃ uttānatthameva."
NULL,p139,45,100,bodytext,,"Padasodhammasamuṭṭhānaṃ – vācato ca vācācittato ca samuṭṭhāti, kiriyaṃ, nosaññāvimokkhaṃ, acittakaṃ, paṇṇattivajjaṃ, vacīkammaṃ, ticittaṃ, tivedananti."
