279,zh,12,ababa niraya,ababa niraya,Ababa Niraya,Ababa niraya：阿拔拔地狱。,12,1
1865,zh,12,abbuda niraya,abbuda niraya,Abbuda Niraya,Abbuda niraya：阿菩达地狱。,13,1
3287,zh,12,abhidhamma,abhidhamma,Abhidhamma,abhidhamma：阿毗达摩， 阿毗昙，毗昙，阿鼻达磨,10,1
11097,zh,12,acariya,ācariya,Ācariya,ācariya：老师。又可音译为阿吒利。即能传授弟子法义知识及教导正确行为之师。<br>律注中说：“能教导正行与行止者为老师。”（Ācārasamācārasikkhāpanakaṃ ācariyaṃ.）（Mv.A.77）<br>一位比库有四种老师：<br>1.出家时的剃度授戒师；<br>2.受具足戒时的教授师和读甘马师；<br>3.教授戒律、佛法、禅修业处等的老师；<br>4.依止师。<br>汉传佛教依梵语ācārya音译为阿阇梨、阿遮利耶等。,7,1
11098,zh,12,acariya,ācariya,Ācariya,ācariya：师，老师， 阿闍梨，阿遮利耶,7,1
17868,zh,12,aditthim,adiṭṭhiṃ,Adiṭṭhiṃ,adiṭṭhiṃ：不见。——施主所拿来供养的肉，是比库并没有看见这是专为比库们宰杀的动物、鱼虾。,8,1
18469,zh,12,agama,āgama,Āgama,āgama：阿含， 阿笈摩，阿伽摩，阿鋡暮,5,1
21025,zh,12,ahaha niraya,ahaha niraya,Ahaha Niraya,Ahaha niraya：阿哈哈地狱。,12,1
22732,zh,12,ajatasattu,ajātasattu,Ajātasattu,Ajātasattu：（国王名）阿迦答沙都， （古音译：）阿闍世，阿闍多设咄路,10,1
32527,zh,12,amanussa,amanussa,Amanussa,amanussa：非人。指人类以外的其他有情。通常指诸天、龙、亚卡、阿苏罗、鬼等，有时也专指祸害人类的鬼怪。,8,1
36364,zh,12,anagami,anāgāmi,Anāgāmi,anāgāmi：不来， 阿那含，阿那伽弥,7,1
